真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3487.497,3473.057,3470.597,3443.76,3456.309,3459.026,3434.581,3445.405,3431.03,46829.28322650004,6.029131673850227
3370.652,3501.85,3497.176,3502.42,3473.097,3470.074,3440.049,3429.57,3433.351,59157.945684625025,7.272091701684085
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.064,3437.098,3445.405,31496.13651287501,5.040881449372925
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3471.949,3492.893,3507.743,43035.57741500001,6.1819374431686915
3129.85,3210.236,3252.595,3292.434,3281.052,3246.538,3256.667,3273.302,3233.548,5317.340294875002,2.0937186572254216
3154.125,3183.741,3191.133,3114.688,3122.435,3085.335,3141.593,3157.704,3164.035,16672.183016124985,3.3862562734730735
3184.958,3164.035,3162.911,3136.531,3118.702,3102.873,3108.742,3153.432,3168.014,19450.641893999964,3.7333049174888835
3199.158,3191.193,3114.682,3122.983,3141.593,3156.95,3141.592,3154.327,3141.592,18225.24008149998,3.8109924541292557
3268.558,3114.688,3137.981,3107.843,3072.333,3095.124,3100.756,3073.106,3086.061,32870.43992174996,5.472415866028457
3289.024,3211.76,3292.448,3275.012,3235.38,3280.814,3260.68,3285.416,3235.302,1508.5383568749926,0.9563329444447248
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.827,3174.125,3116.351,6566.321108499997,1.9187524130820663
3292.067,3334.964,3350.519,3343.525,3375.117,3379.488,3434.336,3435.264,3445.405,14615.225547125,3.4839020096753606
3259.408,3359.51,3334.602,3379.583,3434.336,3459.64,3473.097,3492.891,3507.743,26544.413869375,4.7284135211811895
3273.754,3248.476,3241.187,3306.124,3293.905,3371.931,3436.303,3590.032,3642.469,26863.313078374995,3.55369239803178
3254.528,3248.476,3282.935,3296.329,3316.016,3306.674,3275.011,3248.47,3201.886,2744.017206875,1.2119940985494242
3256.926,3246.936,3242.407,3301.792,3292.434,3343.355,3351.764,3352.964,3350.52,1314.430224375001,0.9651366871912099
3289.641,3246.936,3201.361,3198.837,3151.85,3158.861,3173.018,3154.325,3140.56,15920.142700875018,3.599536830129356
3271.668,3273.807,3248.476,3240.673,3282.947,3296.541,3316.016,3317.062,3305.738,1335.9837750000004,0.9565780609822306
3288.405,3222.361,3237.024,3246.931,3202.913,3181.348,3129.537,3103.037,3131.956,14363.746503750024,3.4520000907888155
3307.165,3303.032,3343.345,3351.764,3352.96,3350.52,3350.727,3351.76,3352.22,3115.6940066249945,1.5138497094548085
3326.699,3300.059,3272.928,3262.6,3246.936,3231.342,3218.163,3237.024,3246.819,1767.2869868750056,1.2319722107886557
3310.238,3322.303,3361.935,3376.418,3382.998,3381.313,3372.603,3391.46,3435.212,10504.302657624992,2.8491249499047235
3291.381,3338.073,3358.945,3376.418,3385.71,3390.522,3383.309,3412.079,3429.594,18579.649028124986,3.684179203246822
3291.112,3319.14,3322.35,3351.46,3365.998,3376.418,3372.603,3370.181,3352.96,16348.849377124985,3.3867639350394025
3269.882,3272.928,3280.329,3338.073,3369.108,3391.352,3394.352,3382.561,3379.583,24001.563445624975,3.8125724392014457
3279.251,3273.834,3248.476,3250.274,3261.252,3240.675,3210.236,3237.024,3246.906,4602.367080124987,1.736698785556296
3290.639,3283.536,3319.14,3325.07,3317.062,3333.655,3351.76,3365.51,3376.496,26541.884519249994,4.415901891563571
3280.952,3283.536,3273.83,3248.476,3252.285,3251.246,3210.235,3202.067,3187.607,5037.439839749987,1.8260353610830327
3263.48,3273.83,3250.211,3251.322,3247.675,3230.033,3240.675,3237.062,3246.844,7459.702021624978,2.5627892872585276
3152.76,3273.998,3267.922,3251.261,3246.922,3246.265,3256.605,3241.145,3216.743,10367.621708124974,3.161369956452313
3133.721,3154.657,3183.152,3129.318,3134.567,3118.702,3102.876,3134.535,3143.453,968.3497918749997,0.7734115885420312
3166.648,3102.811,3122.531,3134.567,3144.376,3150.333,3143.354,3158.873,3168.014,901.8483680000023,0.7591241872454496
3122.289,3173.203,3114.652,3112.762,3102.875,3131.853,3147.416,3136.775,3143.453,1746.5299781250005,1.118833726412219
3160.53,3102.864,3109.561,3134.567,3137.423,3123.197,3140.56,3158.863,3168.014,1291.0026703750036,0.8983350736044659
3168.896,3154.321,3184.039,3114.66,3102.871,3131.853,3123.166,3144.377,3140.564,1513.1290788749989,1.0328478267748065
3163.179,3172.135,3139.876,3117.675,3132.856,3110.683,3123.166,3147.416,3133.332,1948.3924103749964,0.9969713775100197
3136.633,3171.054,3137.296,3118.74,3136.774,3131.977,3116.313,3107.843,3109.562,2120.52555025001,1.2040234212454959
3131.111,3118.703,3136.753,3130.677,3113.885,3102.876,3131.853,3147.416,3136.777,3193.5178157499927,1.5007633264217306
