真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE,date
3487.497,3477.924,3473.097,3455.493,3465.505,3470.094,3441.748,3435.299,3413.907,47580.707385250025,6.066555179989326,2018/2/5
3370.652,3520.668,3531.029,3536.905,3516.06,3540.628,3558.449,3560.552,3579.993,101608.45585400004,9.590363396625598,2018/2/6
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.064,3437.067,3445.404,31494.791352875007,5.040759095044635,2018/2/7
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3471.949,3492.893,3507.743,43035.57741500001,6.181937443168692,2018/2/8
3129.85,3210.236,3252.595,3252.931,3211.76,3248.351,3278.33,3273.818,3234.312,3488.0416954999905,1.573835937738704,2018/2/9
3154.125,3183.741,3191.133,3114.688,3122.435,3096.097,3137.416,3110.035,3123.166,19405.62770949996,3.698770778735979,2018/2/12
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3131.902,3118.742,3102.87,16848.48135949999,3.565592767018938,2018/2/13
3199.158,3191.193,3114.682,3122.983,3141.593,3156.95,3141.531,3154.327,3141.786,18221.56454912498,3.810481276588809,2018/2/14
3268.558,3114.686,3137.416,3114.863,3092.347,3136.741,3116.977,3093.337,3075.677,28888.74995599996,5.11283389145337,2018/2/22
3289.024,3211.76,3292.448,3275.012,3248.478,3286.619,3291.599,3343.345,3351.76,2578.138779249996,1.29891267079323,2018/2/23
3329.573,3233.86,3235.307,3273.309,3235.385,3202.529,3151.54,3155.011,3140.543,7897.150181624995,2.3914020667646403,2018/2/26
3292.067,3334.964,3387.315,3382.561,3445.405,3471.449,3495.224,3502.847,3475.921,30420.476668875028,5.002546216914428,2018/2/27
3259.408,3359.51,3334.602,3379.583,3434.336,3436.303,3438.371,3431.224,3459.466,19216.055556,4.090178464871581,2018/2/28
3273.754,3248.476,3321.426,3383.182,3387.31,3425.33,3484.399,3554.376,3564.686,26296.35996937499,4.369870678288558,2018/3/1
3254.528,3248.476,3282.179,3286.681,3263.301,3234.939,3241.755,3202.761,3170.683,5340.8020158750005,1.6065220491369614,2018/3/2
