真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3487.497,3477.924,3473.097,3455.493,3465.505,3470.094,3441.748,3435.299,3413.907,47580.707385250025,6.066555179989326
3370.652,3520.668,3531.029,3536.905,3516.06,3541.255,3558.421,3560.552,3579.993,101666.475001375,9.592738346345866
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.062,3437.067,3445.402,31494.60671087501,5.040743679449338
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3459.043,3473.091,3474.721,40105.3424995,5.9333505743011745
3129.85,3210.236,3252.595,3243.76,3280.347,3291.291,3275.0,3248.478,3282.933,4197.608708374999,1.7386650267681227
3154.125,3183.741,3191.133,3114.795,3122.435,3085.335,3141.593,3157.704,3173.416,16457.25174162498,3.3498615695129947
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3131.902,3115.888,3109.166,16685.84825099999,3.552498325714135
3199.158,3191.196,3114.686,3122.843,3137.983,3119.288,3092.347,3136.531,3112.763,23094.033275624963,4.335586323801119
3268.558,3114.687,3137.416,3114.863,3092.347,3136.741,3133.269,3147.743,3118.703,24742.699359124977,4.67652777616594
3289.024,3211.768,3292.448,3275.012,3248.476,3286.616,3292.464,3370.198,3387.315,3966.5580262499952,1.5403640425390726
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.837,3174.126,3116.351,6566.159494624994,1.9187102335270743
3292.067,3334.964,3387.315,3382.561,3445.405,3471.449,3495.224,3502.849,3475.921,30420.592258875025,5.0025538582765705
3259.408,3359.51,3334.602,3379.583,3434.336,3459.64,3473.097,3492.891,3507.743,26544.413869375,4.7284135211811895
3273.754,3248.476,3321.426,3383.182,3387.31,3425.33,3484.399,3554.376,3564.686,26296.35996937499,4.369870678288558
3254.528,3248.476,3282.935,3296.541,3306.114,3351.46,3353.824,3376.495,3387.315,2065.0915689999997,1.1750976280721401
3256.926,3246.936,3316.545,3303.679,3272.042,3321.555,3387.315,3395.913,3425.33,3909.9986235000056,1.439461647018367
3289.641,3246.936,3201.361,3198.817,3151.85,3158.861,3173.018,3154.325,3116.351,16905.02839300001,3.691561260108906
3271.668,3273.807,3248.476,3240.675,3282.947,3296.541,3316.69,3318.51,3305.735,1349.787408624998,0.9646184100540701
