真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE,date
3487.497,3473.057,3470.597,3449.011,3459.045,3459.019,3438.371,3442.16,3455.493,48692.96103249998,6.157290533618901,2018/2/5
3370.652,3520.668,3531.029,3536.905,3516.06,3549.248,3579.997,3588.687,3570.026,106397.9952245,9.78090872218622,2018/2/6
3309.259,3321.471,3336.483,3383.309,3373.309,3351.64,3352.96,3366.986,3382.56,23480.936722250022,4.199285638066559,2018/2/7
3262.05,3328.866,3316.694,3376.418,3382.561,3372.603,3352.961,3366.989,3370.931,21604.03018412501,4.11080362169495,2018/2/8
3129.85,3210.236,3252.595,3252.931,3274.445,3231.985,3282.947,3296.323,3277.134,3643.722780124997,1.61672095214723,2018/2/9
3154.125,3183.741,3191.133,3114.798,3122.435,3085.335,3141.593,3157.704,3173.416,16457.188470499983,3.3498498476786884,2018/2/12
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3131.902,3111.277,3102.871,17117.922339249984,3.594217613855101,2018/2/13
3199.158,3191.193,3114.686,3122.983,3141.593,3156.95,3141.592,3154.327,3141.722,18221.41789999996,3.810477852509798,2018/2/14
3268.558,3114.687,3137.981,3107.843,3072.333,3091.67,3107.831,3109.116,3092.347,30979.358962999955,5.296219050545091,2018/2/22
3289.024,3211.768,3292.448,3275.012,3248.476,3286.619,3297.063,3372.603,3379.583,3900.325369125004,1.53788957284314,2018/2/23
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.827,3174.125,3116.351,6566.321108499997,1.9187524130820663,2018/2/26
3292.067,3334.964,3382.916,3390.525,3361.18,3382.561,3375.118,3318.941,3324.418,8590.829708750014,2.6165185644033304,2018/2/27
3259.408,3359.51,3334.602,3379.583,3434.336,3436.303,3438.371,3426.641,3460.246,19084.820917875004,4.075705549525361,2018/2/28
3273.754,3248.476,3343.582,3349.301,3387.315,3395.913,3425.33,3434.336,3436.398,11129.319074124984,3.052272687243114,2018/3/1
3254.528,3248.476,3282.935,3296.541,3316.501,3303.042,3272.048,3246.936,3252.241,1742.9920387499974,1.027661029302078,2018/3/2
3256.926,3246.936,3201.361,3187.567,3105.54,3131.853,3124.548,3085.894,3104.116,25675.434954000026,4.370778447395964,2018/3/5
3289.641,3246.936,3201.36,3198.819,3151.56,3158.862,3173.018,3154.325,3116.351,16916.230066999997,3.69264982581366,2018/3/6
3271.668,3273.807,3248.476,3240.673,3282.947,3296.541,3316.69,3318.503,3305.738,1349.799604625002,0.9646108509439364,2018/3/7
3288.405,3210.373,3222.561,3273.966,3282.179,3296.65,3310.303,3338.073,3324.081,2983.8381041249945,1.4449553693377852,2018/3/8
3307.165,3303.032,3343.76,3351.76,3352.96,3350.521,3350.613,3351.446,3350.37,3081.3803953749957,1.5067375308233266,2018/3/9
3326.699,3300.059,3275.011,3248.476,3282.989,3275.049,3247.674,3200.234,3192.871,2601.5730858750044,1.2460320857369471,2018/3/12
3310.238,3322.303,3375.118,3434.336,3459.64,3471.449,3468.794,3451.299,3465.307,25263.77196262494,4.464386339082396,2018/3/13
3291.381,3338.073,3358.945,3368.132,3379.583,3372.61,3352.96,3366.986,3376.418,12392.727672749988,3.061931954411324,2018/3/14
3291.112,3319.14,3322.35,3351.46,3365.998,3376.418,3372.603,3370.183,3352.96,16348.958088124982,3.3867718645995337,2018/3/15
3269.882,3272.928,3280.329,3338.073,3369.108,3391.352,3394.352,3382.561,3388.522,24487.408151999967,3.847858173517353,2018/3/16
3279.251,3273.999,3255.214,3246.936,3246.158,3268.933,3277.45,3281.876,3262.916,8743.411318999992,2.4022944525976744,2018/3/19
3290.639,3273.83,3251.37,3248.476,3270.15,3282.193,3273.105,3248.432,3240.674,8859.414267374987,2.533894982476017,2018/3/20
3280.952,3283.536,3315.916,3322.229,3325.08,3317.183,3328.439,3338.073,3336.285,24099.17786112493,4.427907927764624,2018/3/21
3263.48,3273.83,3250.211,3251.322,3247.675,3230.033,3240.675,3231.672,3240.685,7247.398325499979,2.5171892915344087,2018/3/22
3152.76,3273.835,3267.922,3251.261,3246.922,3246.263,3256.74,3241.145,3216.745,10365.644226124969,3.161256277408725,2018/3/23
3133.721,3154.336,3183.176,3129.531,3134.567,3118.702,3102.876,3134.535,3143.354,966.8573799999964,0.7726834118983031,2018/3/26
3166.648,3102.811,3122.531,3134.567,3144.376,3150.333,3140.56,3156.959,3164.037,857.7303233749988,0.7245079607071909,2018/3/27
3122.289,3173.203,3114.652,3122.819,3134.567,3144.376,3132.876,3141.598,3156.95,1103.2973366250037,0.8619217055242976,2018/3/28
3160.53,3102.864,3109.561,3134.567,3137.423,3123.166,3144.377,3140.013,3111.274,2458.4885773750084,1.2086006877662467,2018/3/29
3168.896,3154.321,3173.201,3188.062,3192.428,3181.243,3114.652,3122.973,3134.567,2951.249830625,1.5252067048645557,2018/3/30
3163.179,3172.135,3154.326,3118.702,3131.853,3127.745,3156.531,3179.078,3186.033,986.3760128750014,0.7381359303981957,2018/4/2
3136.633,3171.054,3137.296,3118.74,3136.773,3131.977,3116.313,3102.855,3133.332,2251.679635625004,1.3105548710567425,2018/4/3
3131.111,3118.703,3136.753,3130.677,3112.958,3102.873,3131.902,3147.456,3133.267,3155.6797948749954,1.4900474797543712,2018/4/4
3138.293,3114.637,3131.827,3128.531,3158.794,3179.075,3183.176,3173.201,3187.648,4626.636900749999,1.910903563584452,2018/4/9
3190.321,3118.703,3109.562,3107.843,3132.853,3133.332,3147.753,3139.876,3133.955,3805.569692625011,1.736012758972619,2018/4/10
3208.081,3184.03,3170.686,3172.1,3163.961,3158.861,3141.614,3139.879,3126.064,2269.667503999992,1.2872209592618205,2018/4/11
3180.158,3234.636,3237.064,3222.416,3231.762,3218.166,3212.544,3246.846,3241.133,16823.62983912499,3.9572925363232807,2018/4/12
3159.052,3197.537,3203.827,3205.057,3170.353,3173.416,3136.753,3110.686,3122.983,5595.346868125,2.097214043197787,2018/4/13
3110.648,3166.983,3173.052,3171.174,3156.953,3162.992,3132.983,3104.443,3112.765,4450.68021587501,1.8963076220791395,2018/4/16
3066.796,3131.853,3133.261,3143.453,3116.95,3103.037,3108.774,3153.053,3158.627,2322.347406749992,1.427466502071914,2018/4/17
3091.398,3086.069,3097.009,3151.56,3187.893,3197.537,3210.371,3220.448,3233.548,9813.187391499969,2.7666001880622857,2018/4/18
3117.376,3090.221,3147.415,3133.269,3141.593,3153.049,3158.861,3140.56,3144.376,3320.919742249985,1.7084749515114075,2018/4/19
3071.542,3103.037,3131.956,3147.456,3133.395,3141.599,3153.023,3143.453,3158.799,2792.541345999991,1.5684652757373376,2018/4/20
3068.012,3066.231,3066.021,3066.28,3061.027,3083.591,3090.221,3112.964,3102.871,899.8655088749962,0.6616041008361399,2018/4/23
3128.927,3073.777,3052.78,3054.294,3043.563,3036.598,3073.276,3070.305,3070.02,2104.1633742500017,1.3641618585737152,2018/4/24
3117.973,3155.053,3163.964,3173.416,3179.075,3160.943,3141.353,3149.555,3118.709,4415.340234374987,1.9434652348258548,2018/4/25
3075.03,3153.954,3141.993,3146.953,3116.311,3107.831,3152.263,3185.448,3191.193,2061.537752499996,1.243989420829947,2018/4/26
3082.231,3063.305,3066.63,3090.713,3099.126,3155.052,3165.41,3160.922,3153.748,190.3166590000029,0.3866044854186324,2018/4/27
3081.177,3090.941,3157.705,3168.011,3165.813,3154.321,3187.648,3296.612,3288.961,5212.477291750004,1.815342388286861,2018/5/2
3100.858,3063.305,3062.165,3064.074,3090.731,3091.923,3131.911,3135.0,3129.4,2704.304751499993,1.5579346008154742,2018/5/3
3091.033,3136.773,3130.302,3117.676,3103.037,3100.756,3122.981,3102.864,3078.687,4022.579902375004,1.779205845079374,2018/5/4
3136.644,3096.434,3154.321,3173.202,3189.74,3194.037,3182.803,3274.453,3282.981,2845.8695202500003,1.2304232377669335,2018/5/7
3161.497,3130.676,3112.957,3147.415,3157.958,3148.221,3153.087,3157.87,3165.067,785.428032000001,0.7752580251613257,2018/5/8
3159.15,3168.01,3175.587,3178.61,3179.056,3163.957,3171.187,3173.317,3162.991,302.1840729999999,0.4308747969425975,2018/5/9
3174.412,3173.416,3186.02,3170.372,3191.193,3181.327,3186.999,3163.967,3171.043,554.2568909999968,0.5692144996337848,2018/5/10
3163.263,3186.046,3189.74,3191.192,3174.253,3181.326,3169.543,3173.416,3162.961,794.9228786250003,0.7312489584334378,2018/5/11
3174.032,3179.076,3183.176,3171.184,3172.1,3152.861,3164.037,3157.87,3144.377,1041.9744710000068,0.8005084540964954,2018/5/14
3192.118,3187.648,3191.197,3181.679,3187.847,3173.203,3179.077,3165.397,3164.968,535.3690293749997,0.5829183372573177,2018/5/15
3169.565,3183.823,3186.443,3207.134,3212.444,3202.073,3209.067,3208.474,3246.874,2154.0094580000004,1.082540651741574,2018/5/16
3154.282,3177.968,3184.72,3177.938,3172.127,3166.148,3150.334,3162.913,3153.057,565.3744762500014,0.6171634462049695,2018/5/17
3193.303,3174.252,3188.784,3191.193,3173.201,3187.648,3191.103,3181.679,3144.376,982.132463875006,0.8892991548383349,2018/5/18
3213.84,3195.25,3216.832,3212.444,3217.956,3203.037,3196.713,3218.167,3237.062,7709.103918999986,2.19106662085504,2018/5/21
3214.349,3217.928,3212.631,3203.024,3237.362,3246.872,3230.445,3228.844,3250.593,12157.755626624992,3.0429804771758837,2018/5/22
3168.964,3201.56,3217.917,3202.079,3238.263,3245.213,3248.476,3231.338,3252.595,15972.733441124994,3.653110576649021,2018/5/23
3154.65,3172.136,3162.961,3152.771,3173.203,3183.37,3196.043,3194.831,3216.743,8027.170200499986,2.4209424557575683,2018/5/24
3141.303,3159.118,3173.203,3162.987,3136.753,3144.373,3158.84,3162.982,3173.097,3835.360979000003,1.8493532281943872,2018/5/25
3135.082,3135.324,3124.548,3131.853,3119.287,3103.037,3108.774,3136.753,3143.953,1397.7187366249946,0.8755548997471571,2018/5/28
3120.46,3127.745,3103.037,3132.863,3140.324,3111.978,3122.561,3144.376,3140.014,1472.4806852499946,1.0557156672229733,2018/5/29
3041.443,3133.26,3141.593,3156.95,3165.807,3160.167,3136.751,3125.963,3151.553,4098.970261624988,1.8791103883495788,2018/5/30
3095.473,3051.416,3057.53,3043.565,3036.598,3023.336,3030.921,3012.811,3027.9,3590.4053277499984,1.761305780614051,2018/5/31
3075.137,3094.415,3135.083,3113.884,3107.843,3108.774,3136.775,3131.883,3147.453,2254.2946258750007,1.1717236512656912,2018/6/1
3091.19,3085.89,3094.41,3089.276,3090.944,3130.676,3137.383,3123.166,3147.415,3004.7857980000053,1.4608396928780414,2018/6/4
3114.205,3090.224,3135.92,3133.387,3142.687,3149.554,3136.771,3133.422,3144.377,4616.171827875009,1.965105086309392,2018/6/5
3115.18,3124.595,3137.423,3153.477,3162.968,3173.416,3187.649,3191.196,3181.679,11922.309627374996,3.1626879449791376,2018/6/6
3109.498,3132.486,3132.85,3144.377,3136.775,3132.486,3141.552,3156.95,3165.807,14699.828142374974,3.3729402313794177,2018/6/7
3067.147,3103.037,3132.872,3144.313,3133.297,3147.416,3157.958,3169.527,3179.076,23231.304828624987,4.319061733222535,2018/6/8
3052.783,3085.496,3090.941,3073.108,3073.376,3063.305,3065.449,3063.375,3053.12,10298.738626624978,2.647213555345,2018/6/11
3079.801,3050.52,3045.681,3060.686,3057.524,3074.675,3074.264,3070.576,3061.941,15371.20475487497,3.33919868279993,2018/6/12
3049.796,3072.539,3067.352,3080.723,3147.416,3137.263,3157.87,3173.016,3179.076,46627.88166799997,6.260506969733889,2018/6/13
3044.159,3052.811,3053.131,3063.566,3083.591,3090.221,3097.008,3080.539,3061.947,29827.266347374974,5.304830191462646,2018/6/14
3021.9,3053.12,3054.807,3043.563,3066.634,3072.033,3070.304,3070.02,3053.111,32686.17619087497,5.9062947959644845,2018/6/15
2907.822,3043.476,3064.029,3063.803,3070.577,3051.943,3057.53,3055.12,3039.009,39125.5056245,6.802150395652114,2018/6/19
2915.731,2910.845,2980.297,2979.779,2991.55,2997.836,2960.432,2967.094,2946.361,15497.515544874976,4.013185775020677,2018/6/20
