真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3091.1992,3083.4012,3102.3077999999996,3140.7105999999994,3141.254819999999,3150.1826100000003,3169.799389999999,3165.91136,3167.9313000000006,10933.620451293991,3.099280285676545
3065.4034,3113.7922699999995,3125.5443800000003,3118.5455599999996,3111.8209699999998,3118.54177,3125.5917600000002,3130.5180499999997,3138.54306,7539.886156319028,2.7778198572946615
3048.7939,3065.0160999999994,3055.970329999999,3076.0662,3076.7302100000006,3077.40961,3064.5099,3051.25211,3048.33808,1134.747723656205,0.998240888398537
3051.2787,3059.9587199999996,3063.7415800000003,3061.49382,3061.6680700000006,3051.77274,3057.46355,3055.9306,3054.62129,886.3987439252945,0.9255635706040105
3028.0451,3056.96605,3052.33436,3034.1843299999996,3033.2878400000004,3026.45277,3022.93318,3032.70685,3028.64459,250.51089709030947,0.43617440989689793
3037.4675,3031.14794,3026.0917500000005,3024.36341,3036.7814900000003,3023.61009,3027.56146,3033.62438,3038.62108,390.08854506159855,0.5111405854322132
3028.9187,3034.6538299999993,3029.67948,3031.83144,3027.1759500000007,3039.64915,3043.7642199999996,3045.23048,3050.90948,1521.1406412636263,0.9302249282379821
3032.6333,3033.7663100000004,3049.1543200000006,3046.6336199999996,3046.63302,3041.3280499999996,3038.36861,3042.5071000000003,3040.37692,2446.794131954299,1.363490192638216
3015.8907,3025.6071000000006,3021.07438,3038.4248900000002,3036.0869800000005,3042.08711,3057.41987,3053.42544,3053.3732499999996,3699.3926228277574,1.6493511911766794
3030.2464,3029.53742,3018.1060499999994,3023.0227099999997,3037.8006,3054.0798600000003,3055.03265,3040.45214,3051.7762300000004,4628.377834322967,1.8056520892269587
3018.0491,3021.8312,3024.7377000000006,3004.60787,2986.93969,2987.7573299999995,2977.95686,2973.26654,2957.6420399999997,412.40980497233613,0.5637763736634214
3005.4369,3025.4910000000004,3013.3335999999995,3033.21388,3052.3687600000003,3050.1404100000004,3043.9846100000004,3041.343,3042.65859,4930.956804339561,2.13063660143409
2998.1377,3015.05462,3025.7940200000003,3029.59212,3019.5274399999994,3045.5205800000003,3044.4215099999997,3044.9890100000002,3057.3013899999996,4348.507446846678,2.0785317429685346
2963.0989,3011.7444,3081.7783400000003,3083.0630900000006,3060.64869,3064.5674600000007,3055.7681700000003,3049.9508400000004,3040.2414900000003,8055.924523953564,2.842961829549006
2949.9963,2979.2389600000006,2969.1274700000004,2968.4706100000003,2947.67325,2953.19341,2938.8531300000004,2932.48822,2928.36431,1277.0907640240769,1.065739231304342
2972.5251,2933.5435299999995,2937.8740900000003,2950.519759999999,2939.0808700000007,2937.95114,2933.6462100000003,2910.7944099999995,2914.9340999999995,1780.0454787511678,1.297732362729422
2945.8524,2958.4701200000004,2937.735800000001,2934.8810200000003,2942.3259,2941.3618800000004,2937.0610600000005,2926.0268499999997,2929.19128,1291.4162337839539,1.0451069723917914
2967.4028,2945.0338000000006,2936.56143,2933.92302,2915.9500099999996,2915.6470500000005,2924.3285399999995,2944.2967799999997,2943.027,1929.2253777439862,1.3267179450533202
2994.7303,2972.6859400000003,2964.8575200000005,2949.1885600000005,2925.5579700000008,2921.3728000000006,2921.4647300000006,2934.5405,2935.7068299999996,636.5539859657712,0.7461736697375537
2997.0111,2984.1853999999994,2978.729,3012.9516,3014.9316,3004.8064000000004,2967.7231500000007,2956.6535800000006,2950.46603,1877.2722715374857,1.123172319365586
2982.3756,3004.24162,3027.6259700000005,3022.7018099999996,3024.3041999999996,3023.38436,3016.0105899999994,3010.1928,3005.00972,4218.675158502659,2.0374236451842824
2957.567,2989.61808,2976.7079000000003,3007.53271,3009.1297700000005,3010.4153300000003,2995.46488,2996.9137900000005,2990.6446800000003,2258.6610510699147,1.4083819035071725
2949.9333,2920.1537200000007,2919.1447899999994,2924.0558900000005,2950.4231800000002,2948.6855499999997,2926.4551500000002,2925.3432700000003,2925.59977,1211.0459014004625,1.0339957135778859
2922.4498,2957.7321000000006,2909.4154500000004,2914.1988700000006,2914.92464,2903.45585,2915.80007,2928.70276,2927.53797,2369.2173502623623,1.5813122306984964
2959.3724,2927.3378999999995,2960.87948,2945.5939800000006,2926.79215,2930.85417,2953.03592,2948.47467,2948.28701,940.8960545241976,0.9792631397221353
2939.3636,2934.5502999999994,2916.1316999999995,2920.61042,2941.3976200000006,2940.4605899999997,2941.46681,2929.9607500000006,2937.6244000000006,1570.4433817896775,1.2252126962098968
2970.3874,2931.914,2930.1292500000004,2938.7475999999992,2938.0594499999997,2945.18436,2957.78653,2950.9091999999996,2940.8872299999994,1012.2070147495549,1.0296836949255486
2971.295,2980.1549799999993,2985.54353,2989.7389700000003,2991.32189,2977.6670200000003,2986.32361,2996.8794900000003,2995.91009,1096.5817886413784,0.7644134312825539
2974.0107,2958.3021,2928.32198,2927.02527,2916.8502,2918.09206,2932.1185400000004,2928.4724199999996,2934.2506999999996,1729.4750307636002,1.2716319508381617
2976.3043,2957.2195,2917.5087500000004,2912.52762,2903.1586700000003,2913.2929599999998,2929.4942600000004,2940.67513,2948.54573,2621.3762607813424,1.5841941111086097
2962.8549,2996.2879,2996.48365,2986.50857,2998.37468,2998.0421799999995,2995.3423799999996,2979.08825,2972.8308100000004,4184.303576869638,1.894843928690451
2977.1334,2947.5036999999993,2922.4327799999996,2923.73724,2946.4173,2951.5353499999997,2947.27179,2951.7919200000006,2964.9458999999997,2779.9794067716334,1.734152249676852
2982.3086,2986.0568700000003,2987.3798800000004,2981.3734799999997,2991.4278500000005,2981.62475,2966.1937000000003,2964.29038,2955.07876,4822.048706321858,2.160370851827115
2964.2155,2984.70428,2983.7680599999994,2964.7986100000003,2962.07987,2944.7983099999997,2941.6317200000003,2942.9689200000003,2942.26208,3021.749349484794,1.7162232976135081
2915.3685,2968.8821599999997,2966.81446,2946.92788,2947.665280000001,2946.50777,2958.22848,2968.0354199999997,2967.11843,3149.6955193961026,1.8664684135909004
2901.9518,2915.27106,2911.46438,2921.1824899999997,2944.2697200000002,2944.27286,2940.8971599999995,2942.09677,2933.4048,1195.2899902443282,0.9753341191707768
2886.7416,2898.65144,2912.68749,2931.8442999999997,2942.1353,2947.99734,2937.8713300000004,2941.39524,2944.33032,1821.882987818024,1.1747644813873979
2890.8973,2911.7234500000004,2932.0247599999993,2937.4406000000004,2950.7702000000004,2952.7513299999996,2970.7072900000003,2983.7453100000002,2985.0012500000003,4907.377256357988,1.986179508882457
2891.8453,2913.22599,2912.13676,2924.70879,2946.0903599999997,2945.26346,2937.54089,2941.4704399999996,2951.8958,2707.1394044908334,1.5415118616626846
2879.2996,2919.00928,2921.83035,2932.21474,2924.01564,2934.35964,2950.7950599999995,2949.71684,2948.10907,3388.7457280424705,1.6999742539033154
2938.7493,2887.9873999999995,2862.59854,2816.5714300000004,2821.261110000001,2824.16942,2854.3500299999996,2845.9712600000007,2844.39803,2483.7276601350354,1.5049863410110231
2932.3871,2940.4910599999994,2994.5922899999996,2998.5387399999995,2997.8410099999996,2985.19738,2980.6571999999996,2970.54495,2960.54931,11483.422103113493,3.495706336479694
2905.3375,2934.46992,2950.60919,2951.191,2949.2566699999998,2938.9137900000005,2935.6810699999996,2937.75178,2938.43064,5467.508284286298,2.5065715478289645
2860.6978,2915.0034400000004,2921.41756,2911.3205399999997,2913.3445999999994,2899.3723500000006,2898.63878,2890.95869,2895.3523900000005,1879.0903313784963,1.4787147456212415
2867.2837,2871.7756999999997,2884.59717,2878.26458,2882.7953800000005,2851.7592400000003,2831.39331,2825.87675,2806.22743,972.9479264271012,0.8154447681094225
2869.8338,2846.252160000001,2856.00981,2867.8748700000006,2872.58092,2839.48926,2838.66116,2820.9220299999997,2800.3581900000004,1422.369817142138,1.0159514283943687
2869.9014,2852.9762999999994,2831.7331499999996,2794.8573800000004,2740.5198,2755.9338799999996,2732.21547,2727.26637,2734.9528500000006,12481.111473306679,3.4312607166225653
2862.1941,2856.280670000001,2869.85089,2863.2066800000002,2860.13026,2841.0897900000004,2833.2572100000007,2827.858730000001,2832.0689199999993,1157.298323269042,0.9321125265291111
2858.2046,2873.327,2884.2434099999996,2857.9061800000004,2844.6721800000005,2838.1427000000003,2842.2837700000005,2840.99327,2832.9322700000002,897.3795233006862,0.9276104058378146
2867.946,2876.1824899999997,2885.0521199999994,2877.42684,2878.5560699999996,2862.86818,2871.89093,2869.90064,2872.5185800000004,371.1786224387857,0.5091738548477152
2850.6539,2831.0818,2830.31566,2823.1874400000006,2823.9556900000002,2825.47521,2832.6096,2845.52437,2850.5238,1614.5266940847723,1.1510880367103813
2877.3579,2855.128,2850.0930599999997,2851.31566,2859.7310499999994,2847.85063,2834.31189,2821.3622400000004,2804.8517500000007,892.3821434963381,0.9051253741721541
2879.4298,2888.0602200000003,2880.5266899999997,2892.45662,2893.6847199999997,2893.78097,2886.4979,2874.8835799999997,2874.6863599999997,799.5013047272657,0.9059398162836945
2893.6738,2888.2449800000004,2887.6714599999996,2881.5082999999995,2873.20168,2872.9656000000004,2866.21472,2859.24556,2859.1421900000005,341.40219616081197,0.6013776916404445
2866.661,2881.0446999999995,2879.1065000000003,2882.4018300000007,2861.5225800000003,2867.1321,2873.7895500000004,2887.4629100000006,2878.1363300000003,1023.8483221951182,0.9650357902841417
2856.5839,2826.97512,2849.92597,2839.7937500000003,2829.2020299999995,2827.30314,2832.83441,2829.49385,2835.39186,293.83515081331507,0.48621328654477275
2848.7718,2841.7026,2820.1664000000005,2823.2985400000007,2822.0434200000004,2839.7769399999997,2843.7114100000003,2846.41071,2833.6936499999997,491.4109624395254,0.6597396259868932
2854.3675,2835.1467999999995,2838.6155,2832.1009000000004,2815.03302,2810.5906800000002,2794.7721399999996,2776.2335,2752.03874,955.8467532820073,0.9757964306953226
2855.5203,2830.1818,2794.5072399999995,2786.7090900000003,2772.7057800000002,2784.4053900000004,2778.18223,2800.58667,2795.6893200000004,1656.5119367592993,1.2576787257161792
2848.7312,2850.0093999999995,2859.6954199999996,2863.58904,2858.9415100000006,2854.8564300000003,2853.41418,2851.70311,2850.1675600000003,1906.5130262693947,1.3562893423019502
2837.4293,2814.96821,2822.45497,2825.52884,2829.5468,2834.47534,2848.89329,2870.08493,2877.26632,3175.360683371956,1.5583991247770288
2823.106,2835.30382,2832.44915,2842.6488,2850.5171,2860.34285,2863.8318799999997,2862.9391299999997,2859.46663,4943.84948825344,2.130315123966646
2842.2142,2828.8346000000006,2843.259760000001,2853.0532100000005,2869.71493,2884.66086,2888.90727,2885.2289900000005,2888.80803,9812.320572069802,3.1354604282403713
2811.035,2855.5347200000006,2875.75695,2896.6404799999996,2890.2549100000006,2889.89498,2880.9867999999997,2871.7303399999996,2877.0732900000003,13368.664967369932,3.9988288769951823
2802.9787,2810.9402000000005,2824.867369999999,2859.56761,2895.8347400000002,2903.91359,2906.0122199999996,2911.2431899999997,2912.7739899999997,19010.282875252626,4.396838873381834
2784.2783,2795.4058,2777.2075399999994,2786.6360400000003,2774.1138900000005,2774.4560300000003,2754.8311500000004,2749.99108,2748.5931299999997,895.6159930437632,1.0122636297189052
2788.3141,2776.5416,2775.2524399999998,2772.9050700000003,2768.96684,2764.06005,2753.5891899999997,2740.1906700000004,2727.7942099999996,837.2171637559676,0.9517759226805946
2765.8066,2773.64739,2784.05379,2768.78447,2760.0629299999996,2748.40128,2742.40054,2729.14905,2720.21617,903.7438728411737,0.988278206774403
2736.4876,2740.54319,2730.3437900000004,2730.91137,2718.0349400000005,2724.33748,2710.6324999999997,2711.3713599999996,2713.55179,236.89154600635374,0.4707191755277564
2744.1921,2734.3633899999995,2707.68622,2702.52173,2711.6868700000005,2711.69102,2703.58905,2697.2709499999996,2689.5840700000003,841.7337959143251,0.8361631690679161
2721.7952,2750.7030500000005,2725.28585,2720.27389,2720.7489699999996,2703.0698400000006,2721.3104100000005,2720.4478099999997,2754.8011500000002,1880.8957410627836,1.0848260906725997
2717.1231,2724.14505,2721.26047,2714.2548599999996,2709.0355099999997,2723.2741199999996,2725.9226700000004,2705.3776000000003,2712.28474,7567.72475693374,1.8982098313441644
2704.0896,2701.4090000000006,2704.0283700000005,2684.279699999999,2646.74694,2603.70681,2590.8636100000003,2584.95136,2582.08645,47321.91066668236,5.658564036201453
2717.2813,2701.4368,2722.8859999999995,2727.0997500000003,2721.27139,2712.6905900000006,2702.64018,2689.53905,2676.32644,40935.612799171926,4.757507833920442
2736.0222,2774.06743,2762.4839899999997,2751.4086799999995,2729.97268,2715.44978,2703.3231800000003,2694.77229,2686.2472000000002,89777.15607438909,6.9302064409985915
2736.8139,2730.96858,2720.22476,2699.49872,2679.8733999999995,2674.31841,2664.45954,2653.63355,2640.35793,193495.5007652595,10.479820871856637
2748.9177,2716.199519999999,2712.08394,2692.2545,2691.6494799999996,2674.20407,2669.8350600000003,2666.37255,2654.90994,227401.2455039999,12.414088783895401
2863.1255,2743.6332599999996,2732.28143,2717.0444700000003,2717.31224,2709.44607,2697.6668299999997,2692.0403300000003,2680.1941500000003,248413.45389667782,13.625273866305681
2896.3057,2884.1059200000004,2890.4569600000004,2888.1458399999997,2858.8616300000003,2854.6051799999996,2849.79018,2869.6536699999997,2851.18927,146530.21402870977,10.014098152752284
3000.9526,2862.47244,2874.8630000000003,2856.5648599999995,2834.36258,2844.15418,2848.4768999999997,2850.26583,2839.47419,179353.11358173084,12.011347120424992
3087.5286,2990.8149000000003,2995.0073199999997,2985.39358,2974.75501,2969.79318,2963.35622,2958.8988500000005,2969.64871,99458.16600295983,8.955881857978756
3336.4974,3133.9151699999998,3126.38507,3102.83804,3106.39263,3094.5863399999994,3147.93358,3118.4823600000004,3141.11914,35014.46522688151,4.961396173761007
3489.7751,3359.077400000001,3373.4144400000005,3366.00757,3378.1802299999995,3386.4418000000005,3366.85541,3371.4939400000003,3385.07535,21602.92107909566,4.317007862848933
3258.8578,3608.01484,3629.8235099999997,3554.36189,3604.1040399999997,3630.2817600000003,3637.70331,3625.5447300000005,3641.32243,146293.42176441985,11.731627174615118
3301.9259,3349.7877999999996,3454.09453,3472.25873,3420.43687,3438.4514900000004,3473.7372999999993,3508.20886,3506.6231100000005,50914.37941286728,6.6473363053946715
3217.7377,3350.0030100000004,3333.1380799999997,3350.7029699999994,3331.55655,3329.3462999999997,3343.8007700000003,3344.69378,3342.7403000000004,12523.925244303615,3.2402606537274234
3284.3225,3218.08691,3240.27337,3230.05166,3220.8631399999995,3208.59673,3169.03513,3142.8377700000005,3123.52326,9313.895079175029,2.51766894628034
3201.2919,3221.95432,3234.8907000000004,3226.672590000001,3232.65923,3226.1079099999997,3213.39953,3186.393940000001,3158.92631,5106.731760816999,1.8813310806194214
3202.948,3200.7464999999997,3186.23961,3194.75923,3145.0927899999997,3107.8071000000004,3085.4715300000003,3045.942,3055.38986,26677.103363911392,4.119934283073229
3169.3843,3117.8505000000005,3133.53676,3042.8867199999995,2948.40182,2902.01912,2877.58781,2833.5789799999993,2836.1105,119997.35677608228,9.485130573451633
3261.5633,3121.0948,3111.2724999999996,3065.0763,3027.37828,3025.9494999999997,2971.7836199999997,2945.8923499999996,2912.90472,77781.31577962931,8.068373096666896
3268.11,3277.4293699999994,3226.9484399999997,3229.73263,3153.13219,3145.7574300000006,3090.17515,3022.12353,3029.4141499999996,28565.446611052066,4.388495253293401
3285.8669,3210.2329900000004,3270.29234,3243.2079299999996,3273.48769,3259.85409,3219.58794,3207.199,3204.4255900000003,3294.951054595558,1.6532901304084222
3302.8028,3228.7725899999996,3202.67192,3253.63822,3172.02075,3184.9907399999997,3142.0236400000003,3140.68944,3117.48447,13140.991429604648,3.2971233416804537
3280.2625,3279.7948300000003,3219.5409299999997,3230.8415999999997,3259.84243,3250.96711,3234.18138,3251.42799,3220.8915100000004,3274.3604910321783,1.3985301988985208
3299.7003,3272.8449200000005,3275.56112,3236.64517,3236.6887699999997,3283.4886499999993,3288.6947,3288.80305,3292.5073899999998,1990.2161910892203,1.0867645777821127
3322.1975,3276.5407000000005,3278.6574700000006,3276.51222,3270.9070599999995,3254.5600999999997,3257.6282500000007,3270.11711,3276.2810900000004,3827.3837431926695,1.3683206871499491
3286.407,3310.2853999999998,3282.75241,3268.11575,3274.7653299999997,3254.3836,3259.4617300000004,3246.64479,3254.54689,10735.629067883545,2.1756468669477105
3266.2378,3266.0806000000002,3267.7327,3274.1702699999996,3271.5076200000003,3245.48034,3241.90478,3258.6188399999996,3265.90118,15189.241721686416,2.686088926571284
