真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE
3487.497,3459.04,3434.581,3429.587,3454.469,3456.319,3429.581,3412.294,3371.211,3430.88525,3944.8220667499872,0.01623277382030719
3370.652,3501.85,3490.763,3492.892,3507.743,3505.667,3472.725,3470.083,3444.295,3485.7522499999995,13666.736271249974,0.0341477702236837
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.064,3437.098,3445.405,3385.944374999999,7664.987927875002,0.023172974674995225
3262.05,3328.862,3316.694,3376.418,3387.315,3352.96,3352.611,3360.892,3370.118,3355.73375,9266.940767249964,0.028719286951456844
3129.85,3210.236,3252.595,3252.931,3274.445,3231.985,3282.947,3271.522,3237.062,3251.7153750000007,15377.563596125023,0.0389364905666406
3154.125,3183.741,3191.133,3114.798,3122.435,3085.335,3141.593,3157.704,3164.036,3145.096875,1224.715104375001,0.00921226172076251
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3136.503,3118.702,3102.873,3145.6225,2066.4639547500024,0.012350398341202643
3199.158,3191.193,3114.686,3122.983,3141.593,3156.95,3141.531,3154.327,3141.786,3145.6311250000003,3339.8838996249847,0.016731550926837577
3268.558,3114.687,3137.981,3107.831,3072.333,3095.158,3100.756,3075.677,3095.166,3099.948625,28819.62421912498,0.051585247990092245
3289.024,3211.76,3242.926,3282.947,3275.013,3248.478,3280.816,3296.541,3310.303,3268.598,1318.5799824999913,0.008399148197155128
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.827,3174.125,3116.351,3221.588875,14328.492228874959,0.03243182384047439
3292.067,3334.964,3350.519,3343.525,3375.117,3379.488,3434.336,3435.264,3445.405,3387.32725,10837.854979,0.02893630354424743
3259.408,3359.51,3334.602,3379.583,3434.336,3459.64,3473.097,3492.891,3507.743,3430.17525,32832.101238500036,0.05239210617388192
3273.754,3248.476,3241.187,3302.408,3286.061,3275.011,3245.201,3248.474,3290.9,3267.21475,552.7522889999979,0.006530805307912565
3254.528,3248.476,3282.935,3296.537,3306.114,3351.468,3353.38,3376.495,3436.303,3331.4635,9044.579631000019,0.024104416984582735
3256.926,3246.936,3316.501,3303.677,3272.042,3243.755,3247.674,3305.736,3293.237,3278.69475,1252.8887185000058,0.009171838721542957
3289.641,3246.936,3201.361,3198.817,3151.56,3158.861,3173.018,3154.325,3116.351,3175.153625,14497.076680875025,0.034802391811142946
3271.668,3273.807,3331.522,3369.108,3379.583,3384.317,3364.544,3376.495,3323.018,3350.29925,7458.56855849998,0.02403399428059322
3288.405,3222.361,3237.024,3246.931,3202.763,3181.679,3129.537,3134.567,3134.852,3186.21425,12491.324561250056,0.031076083998169406
3307.165,3303.032,3343.345,3351.764,3352.96,3350.52,3350.727,3351.38,3352.63,3344.54475,1651.4579042500034,0.011615084218658582
3326.699,3300.059,3275.019,3248.476,3282.989,3296.339,3310.303,3338.073,3351.46,3300.3397499999996,1667.8684052500034,0.010639074950874735
3310.238,3322.303,3375.118,3434.336,3459.64,3471.449,3459.043,3473.097,3470.524,3433.1887500000003,17802.85250700004,0.03714257101755226
3291.381,3338.073,3358.945,3368.132,3379.583,3362.858,3376.495,3387.315,3390.523,3370.2405,6475.146101250032,0.02395939576730868
3291.112,3319.14,3322.35,3351.46,3365.998,3376.418,3372.603,3370.183,3352.96,3353.889,4375.808798749994,0.019074707879889817
3269.882,3272.928,3280.037,3331.522,3362.651,3382.911,3388.283,3390.523,3386.125,3349.3725,8422.377084249987,0.024309898644660537
3279.251,3273.999,3255.214,3246.936,3246.158,3268.933,3251.261,3246.641,3236.839,3253.2476249999995,812.1072268750111,0.007929669000634668
3290.639,3280.874,3261.74,3250.276,3251.361,3249.813,3277.845,3273.83,3251.371,3262.13875,969.6759370000111,0.008661007786025821
3280.952,3283.539,3273.834,3248.476,3251.246,3247.674,3230.976,3240.674,3237.018,3251.6796249999998,1144.0043756250107,0.00911903770612925
3263.48,3273.825,3250.243,3251.371,3247.673,3230.033,3240.67,3237.098,3246.871,3247.222999999999,411.1991297500012,0.005773974407687503
