真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE,date
3487.497,3477.924,3473.097,3455.493,3465.505,3470.094,3441.748,3435.299,3413.907,3454.133375,1542.8576403749853,0.009566639053739626,2018/2/5
3370.652,3520.668,3531.029,3536.905,3516.06,3540.628,3558.449,3560.552,3579.993,3543.0355,30131.79336550001,0.05114247925920564,2018/2/6
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.064,3437.067,3445.404,3385.940374999999,7663.9632593749975,0.02317176594518592,2018/2/7
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3471.949,3492.893,3507.743,3426.1347499999997,31807.589928499936,0.05030111432994583,2018/2/8
3129.85,3210.236,3252.595,3252.931,3211.76,3248.351,3278.33,3273.818,3234.312,3245.291625,13889.289568875023,0.036884075914181226,2018/2/9
3154.125,3183.741,3191.133,3114.688,3122.435,3096.097,3137.416,3110.035,3123.166,3134.838875,1419.382479374994,0.011395276027424378,2018/2/12
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3131.902,3118.742,3102.87,3145.052,2124.2446735000076,0.01252952158238825,2018/2/13
3199.158,3191.193,3114.682,3122.983,3141.593,3156.95,3141.531,3154.327,3141.786,3145.6306250000002,3339.968373624992,0.016731707217961696,2018/2/14
3268.558,3114.686,3137.416,3114.863,3092.347,3136.741,3116.977,3093.337,3075.677,3110.2554999999998,25475.66076824999,0.048431907893327866,2018/2/22
3289.024,3211.76,3292.448,3275.012,3248.478,3286.619,3291.599,3343.345,3351.76,3287.627625,1840.0943898749947,0.009778090704111595,2018/2/23
3329.573,3233.86,3235.307,3273.309,3235.385,3202.529,3151.54,3155.011,3140.543,3203.4355,18015.52924174996,0.03788398692565077,2018/2/26
3292.067,3334.964,3387.315,3382.561,3445.405,3471.449,3495.224,3502.847,3475.921,3436.9607499999997,24286.901335250026,0.04401300155798775,2018/2/27
3259.408,3359.51,3334.602,3379.583,3434.336,3436.303,3438.371,3431.224,3459.466,3409.1743749999996,24197.490182875026,0.04594894993201222,2018/2/28
3273.754,3248.476,3321.426,3383.182,3387.31,3425.33,3484.399,3554.376,3564.686,3421.148125,32314.72306212504,0.046953321782882904,2018/3/1
3254.528,3248.476,3282.179,3286.681,3263.301,3234.939,3241.755,3202.761,3170.683,3241.346875,1521.0837758749963,0.00931790262674033,2018/3/2
3256.926,3246.936,3316.501,3303.677,3272.042,3322.35,3375.118,3387.315,3425.33,3331.158624999999,8709.247169875009,0.023559063055163074,2018/3/5
3289.641,3246.936,3201.361,3198.817,3151.56,3158.861,3173.018,3174.126,3114.753,3177.429,13945.787157500012,0.03411071299269435,2018/3/6
3271.668,3273.807,3248.476,3240.673,3282.947,3296.541,3316.016,3317.062,3305.738,3285.1575,929.6426774999974,0.008263751089658222,2018/3/7
3288.405,3210.373,3222.793,3273.963,3282.176,3273.189,3248.476,3241.187,3202.95,3244.388375,2749.905952375019,0.013385402649612868,2018/3/8
3307.165,3303.032,3343.345,3351.764,3352.96,3350.52,3350.727,3351.38,3352.63,3344.54475,1651.4579042500034,0.011615084218658582,2018/3/9
3326.699,3300.059,3275.019,3248.476,3282.989,3296.337,3310.303,3338.073,3354.035,3300.661375,1684.6523076250016,0.01073590517206396,2018/3/12
3310.238,3322.303,3375.118,3434.336,3459.64,3471.449,3468.553,3479.793,3459.026,3433.77725,18001.95531850003,0.03732035279638506,2018/3/13
3291.381,3338.073,3358.945,3376.418,3372.602,3352.529,3368.139,3379.488,3384.317,3366.313875,5825.498897875021,0.022766393498656078,2018/3/14
3291.112,3319.142,3322.369,3351.46,3365.998,3376.418,3372.603,3370.195,3352.96,3353.893125,4376.208469874999,0.01907596125564854,2018/3/15
3269.882,3272.928,3280.329,3338.073,3369.108,3391.352,3394.352,3382.561,3379.583,3351.03575,8699.10471549999,0.024818556143616173,2018/3/16
3279.251,3273.834,3248.476,3250.274,3261.252,3237.02,3246.902,3246.142,3268.936,3254.1045000000004,771.5744140000115,0.007668366953307395,2018/3/19
3290.639,3285.053,3319.14,3322.305,3317.18,3315.281,3336.285,3344.423,3340.643,3322.5387499999997,1329.3218482499842,0.010118475469354071,2018/3/20
3280.952,3283.536,3273.83,3248.476,3251.244,3247.674,3230.976,3240.674,3237.014,3251.678,1144.068346000009,0.009119304397016515,2018/3/21
3263.48,3273.825,3251.211,3250.266,3260.925,3240.675,3231.057,3240.63,3237.094,3248.210375,403.5434571250001,0.005471421611286101,2018/3/22
3152.76,3273.832,3267.922,3251.261,3246.922,3246.265,3256.74,3241.145,3216.743,3250.1037499999998,9743.800326499944,0.03087572476179592,2018/3/23
3133.721,3154.336,3183.176,3129.531,3134.567,3118.702,3102.876,3134.535,3143.354,3137.634625,519.9360921249952,0.00524205090370198,2018/3/26
3166.648,3102.811,3122.531,3134.567,3144.376,3150.333,3143.354,3140.56,3116.351,3131.860375,1445.7333021250063,0.010985630546874835,2018/3/27
3122.289,3173.203,3114.652,3122.981,3134.087,3135.194,3123.199,3141.599,3156.95,3137.733125,566.4823723749921,0.005557901590787994,2018/3/28
