真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE
3487.497,3473.057,3470.597,3443.76,3456.361,3459.022,3434.581,3445.405,3431.03,3451.7266250000002,1493.460812374981,0.010256747174262738
3370.652,3501.85,3497.176,3502.42,3473.097,3470.074,3443.162,3456.331,3459.026,3475.392,11421.53884124999,0.031074106730685915
3309.259,3321.471,3336.483,3383.309,3375.118,3338.073,3316.694,3305.734,3222.749,3324.9538749999997,2386.6276308750066,0.011544465090221119
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3471.944,3492.892,3507.743,3426.1339999999996,31807.269847249914,0.05030088441317569
3129.85,3210.236,3252.595,3252.931,3211.76,3271.052,3281.004,3294.325,3273.822,3255.9656250000003,16743.990451375015,0.04029446299343422
3154.125,3183.136,3191.133,3114.688,3122.881,3137.423,3115.873,3093.548,3136.531,3136.9016249999995,1307.9985953750022,0.010693338089010435
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3136.503,3118.702,3102.873,3145.6225,2066.4639547500024,0.012350398341202643
3199.158,3191.193,3114.682,3122.983,3141.593,3156.95,3141.531,3154.327,3141.786,3145.6306250000002,3339.968373624992,0.016731707217961696
3268.558,3114.687,3137.415,3114.863,3102.875,3091.676,3151.74,3167.795,3162.992,3130.5053749999997,19772.353772125014,0.04223655355052597
3289.024,3211.76,3292.448,3275.012,3248.476,3286.616,3292.464,3370.196,3387.315,3295.535875,3011.1965311249946,0.012182907452180316
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.837,3174.126,3116.351,3221.5902499999997,14328.139014499959,0.032431410874607595
3292.067,3334.964,3382.916,3390.525,3361.18,3382.561,3381.53,3337.86,3351.76,3365.4120000000003,5802.165430750014,0.0222793157004399
3259.408,3348.325,3379.583,3387.315,3435.212,3435.212,3429.582,3445.405,3459.64,3415.0342499999997,25521.185638000028,0.04774678407858117
3273.754,3248.476,3321.426,3383.182,3380.329,3429.581,3434.336,3436.303,3438.371,3384.0004999999996,16229.235177500013,0.03560621842691908
3254.528,3248.476,3282.935,3296.329,3316.016,3308.22,3351.46,3373.951,3459.026,3329.551625,9341.451314875025,0.02351696620831043
3256.926,3246.936,3316.501,3303.679,3272.042,3322.355,3387.315,3395.913,3425.33,3333.7588749999995,9377.856992125013,0.024357438578586084
3289.641,3246.936,3201.361,3198.817,3151.56,3158.861,3173.018,3154.325,3116.351,3175.153625,14497.076680875025,0.034802391811142946
3271.668,3273.807,3331.522,3369.108,3379.583,3384.317,3364.544,3379.488,3412.434,3361.8503750000004,9685.405649374981,0.027564647452003033
