真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE,date
3487.497,3477.924,3473.097,3455.493,3465.505,3474.721,3474.045,3449.01,3454.429,3465.5280000000007,590.7288352499893,0.006299360257514134,2018/2/5
3370.652,3520.668,3531.029,3536.905,3516.06,3540.63,3558.444,3560.552,3570.026,3541.78925,29622.435810249997,0.050772743670957424,2018/2/6
3309.259,3321.471,3336.483,3383.309,3375.113,3338.073,3316.694,3305.734,3222.749,3324.9532499999996,2386.545310250005,0.011544276226188411,2018/2/7
3262.05,3328.867,3316.694,3376.418,3459.026,3455.493,3471.949,3492.893,3507.743,3426.135375,31807.673446624936,0.05030130592725428,2018/2/8
3129.85,3210.236,3252.595,3243.76,3280.347,3291.291,3275.0,3248.478,3282.933,3260.58,17723.975673000037,0.04176877486141513,2018/2/9
3154.125,3183.152,3191.133,3114.688,3122.981,3134.037,3111.251,3093.238,3134.953,3135.679125,1381.7355588749977,0.011082193952363957,2018/2/12
3184.958,3164.035,3162.911,3173.053,3151.85,3153.477,3140.564,3143.357,3139.873,3153.64,1110.8614812500093,0.009833096700176316,2018/2/13
3199.158,3191.193,3114.682,3122.983,3141.593,3156.95,3141.592,3154.327,3141.592,3145.6140000000005,3341.877273499989,0.01673690389783808,2018/2/14
3268.558,3114.687,3137.416,3114.863,3102.875,3091.676,3151.74,3167.795,3162.992,3130.5054999999993,19772.320986500006,0.04223651530736185,2018/2/22
3289.024,3211.76,3292.448,3275.012,3235.303,3132.9,3167.795,3152.931,3140.324,3201.059125,11095.987490374966,0.027005237724017774,2018/2/23
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.837,3174.125,3116.351,3221.5901249999997,14328.177876374966,0.032431448416959135,2018/2/26
3292.067,3334.964,3387.315,3382.561,3445.405,3471.449,3495.224,3502.849,3475.921,3436.961,24287.006725750023,0.04401307749811898,2018/2/27
3259.408,3359.51,3390.281,3372.616,3435.212,3459.64,3473.097,3474.724,3449.012,3426.7615,29867.218678750058,0.05134475340307202,2018/2/28
3273.754,3248.476,3321.426,3383.182,3380.329,3444.299,3470.072,3531.029,3579.768,3419.822625,31713.207830875028,0.04654843491600165,2018/3/1
3254.528,3248.476,3282.935,3296.537,3306.114,3348.903,3372.911,3379.583,3412.064,3330.9403749999997,8580.871933125023,0.023943679390682794,2018/3/2
3256.926,3246.936,3316.219,3303.679,3272.042,3321.555,3387.315,3395.914,3425.33,3333.6237499999997,9360.695842000016,0.024315950070710864,2018/3/5
3289.641,3246.936,3201.361,3198.817,3151.56,3158.861,3173.018,3154.325,3116.351,3175.153625,14497.076680875025,0.034802391811142946,2018/3/6
3271.668,3349.325,3372.911,3385.71,3373.916,3449.307,3479.318,3554.814,3567.411,3441.589,35256.33776899996,0.05193711586872503,2018/3/7
3288.405,3222.431,3237.024,3246.908,3202.913,3181.348,3129.537,3134.567,3134.812,3186.1925,12497.580184500055,0.031082698146974067,2018/3/8
3307.165,3306.124,3308.43,3317.064,3323.583,3318.974,3329.636,3351.76,3365.513,3327.6355000000003,800.978285250003,0.006268435351728764,2018/3/9
3326.699,3300.059,3275.019,3248.476,3282.989,3296.332,3307.494,3323.637,3387.315,3302.6651249999995,2048.0719803750035,0.01177980785156698,2018/3/12
3310.238,3322.303,3375.118,3434.336,3459.64,3471.449,3468.553,3454.469,3473.097,3432.370625,17556.81385262504,0.036895421114735594,2018/3/13
