真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE,date
3487.497,3473.057,3470.597,3449.011,3459.045,3459.019,3438.371,3442.16,3455.493,3455.8441249999996,1136.1090056249923,0.009076100997362831,2018/2/5
3370.652,3520.668,3531.029,3536.905,3516.06,3549.248,3579.997,3588.687,3570.026,3549.0774999999994,32502.530274999976,0.05293501079316404,2018/2/6
3309.259,3321.471,3336.483,3383.309,3373.309,3351.64,3352.96,3366.986,3382.56,3358.58975,2860.9317265000027,0.01490688701005271,2018/2/7
3262.05,3328.866,3316.694,3376.418,3382.561,3372.603,3352.961,3366.989,3370.931,3358.502875,9800.91584362497,0.0295681779862356,2018/2/8
3129.85,3210.236,3252.595,3252.931,3274.445,3231.985,3282.947,3296.323,3277.134,3259.8245000000006,17607.622078250024,0.041527389491509206,2018/2/9
3154.125,3183.741,3191.133,3114.798,3122.435,3085.335,3141.593,3157.704,3173.416,3146.2693750000003,1258.9544493750016,0.009583997146593767,2018/2/12
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3131.902,3111.277,3102.871,3144.1189999999997,2254.7655397500057,0.012822461081119473,2018/2/13
3199.158,3191.193,3114.686,3122.983,3141.593,3156.95,3141.592,3154.327,3141.722,3145.6307500000007,3339.92401699998,0.016731668145180643,2018/2/14
3268.558,3114.687,3137.981,3107.843,3072.333,3091.67,3107.831,3109.116,3092.347,3104.2260000000006,27331.850047249976,0.050276605157381304,2018/2/22
3289.024,3211.768,3292.448,3275.012,3248.476,3286.619,3297.063,3372.603,3379.583,3295.4465,2884.6851285000025,0.012154897623124657,2018/2/23
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.827,3174.125,3116.351,3221.588875,14328.492228874959,0.03243182384047439,2018/2/26
3292.067,3334.964,3382.916,3390.525,3361.18,3382.561,3375.118,3318.941,3324.418,3358.827875,5177.463707125003,0.020279318434284602,2018/2/27
3259.408,3359.51,3334.602,3379.583,3434.336,3436.303,3438.371,3426.641,3460.246,3408.6989999999996,24042.344847000033,0.045803102894758835,2018/2/28
3273.754,3248.476,3343.582,3349.301,3387.315,3395.913,3425.33,3434.336,3436.398,3377.581375,14282.016414375012,0.03364543426292874,2018/3/1
3254.528,3248.476,3282.935,3296.541,3316.501,3303.042,3272.048,3246.936,3252.241,3277.34,1146.5945850000114,0.008233067898017784,2018/3/2
3256.926,3246.936,3201.361,3187.567,3105.54,3131.853,3124.548,3085.894,3104.116,3148.4768750000003,14585.711567375005,0.03329800093707993,2018/3/5
3289.641,3246.936,3201.36,3198.819,3151.56,3158.862,3173.018,3154.325,3116.351,3175.153875,14497.020644625012,0.0348023158150084,2018/3/6
3271.668,3273.807,3248.476,3240.673,3282.947,3296.541,3316.69,3318.503,3305.738,3285.421875,953.784848625,0.00834455849432154,2018/3/7
3288.405,3210.373,3222.561,3273.966,3282.179,3296.65,3310.303,3338.073,3324.081,3282.27325,1869.8578482499984,0.01064452219236985,2018/3/8
