真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE
3487.497,3473.057,3470.597,3443.76,3456.309,3459.026,3434.581,3445.405,3431.03,3451.720625,1493.8374453749793,0.010258467605850198
3370.652,3501.85,3497.176,3502.42,3473.097,3470.074,3440.049,3429.57,3433.351,3468.4483749999995,10397.774330875001,0.029014082438649856
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.064,3437.098,3445.405,3385.944374999999,7664.987927875002,0.023172974674995225
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3471.949,3492.893,3507.743,3426.1347499999997,31807.589928499936,0.05030111432994583
3129.85,3210.236,3252.595,3292.434,3281.052,3246.538,3256.667,3273.302,3233.548,3255.7965,16481.779777750024,0.04024042685751716
3154.125,3183.741,3191.133,3114.688,3122.435,3085.335,3141.593,3157.704,3164.035,3145.083,1225.7956317499973,0.009216581460785475
3184.958,3164.035,3162.911,3136.531,3118.702,3102.873,3108.742,3153.432,3168.014,3139.405,2685.835962000001,0.014302543393036913
3199.158,3191.193,3114.682,3122.983,3141.593,3156.95,3141.592,3154.327,3141.592,3145.6140000000005,3341.877273499989,0.01673690389783808
3268.558,3114.688,3137.981,3107.843,3072.333,3095.124,3100.756,3073.106,3086.061,3098.4865,29350.424318999987,0.05203257828069747
3289.024,3211.76,3292.448,3275.012,3235.38,3280.814,3260.68,3285.416,3235.302,3259.6015,1603.1652169999861,0.009205922486427535
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.827,3174.125,3116.351,3221.588875,14328.492228874959,0.03243182384047439
3292.067,3334.964,3350.519,3343.525,3375.117,3379.488,3434.336,3435.264,3445.405,3387.32725,10837.854979,0.02893630354424743
3259.408,3359.51,3334.602,3379.583,3434.336,3459.64,3473.097,3492.891,3507.743,3430.17525,32832.101238500036,0.05239210617388192
3273.754,3248.476,3241.187,3306.124,3293.905,3371.931,3436.303,3590.032,3642.469,3391.303375,34399.61146412503,0.04032392934838722
3254.528,3248.476,3282.935,3296.329,3316.016,3306.674,3275.011,3248.47,3201.886,3271.974625,1539.79002887501,0.010334716739262987
3256.926,3246.936,3242.407,3301.792,3292.434,3343.355,3351.764,3352.964,3350.52,3310.2715,4753.966255750009,0.01826039338934935
3289.641,3246.936,3201.361,3198.837,3151.85,3158.861,3173.018,3154.325,3140.56,3178.2185000000004,13511.087308500031,0.03387071719984039
3271.668,3273.807,3248.476,3240.673,3282.947,3296.541,3316.016,3317.062,3305.738,3285.1575,929.6426774999974,0.008263751089658222
3288.405,3222.361,3237.024,3246.931,3202.913,3181.348,3129.537,3103.037,3131.956,3181.8883750000005,13946.077441875059,0.03239157737565788
3307.165,3303.032,3343.345,3351.764,3352.96,3350.52,3350.727,3351.76,3352.22,3344.541,1651.037229250001,0.011613950316963316
3326.699,3300.059,3272.928,3262.6,3246.936,3231.342,3218.163,3237.024,3246.819,3251.983875,6170.90859762501,0.0224592381216335
3310.238,3322.303,3361.935,3376.418,3382.998,3381.313,3372.603,3391.46,3435.212,3378.0302499999993,5456.064605500028,0.02047956974694877
3291.381,3338.073,3358.945,3376.418,3385.71,3390.522,3383.309,3412.079,3429.594,3384.3312500000006,9353.10302600004,0.028240501479470236
3291.112,3319.14,3322.35,3351.46,3365.998,3376.418,3372.603,3370.181,3352.96,3353.88875,4375.769263749995,0.019074631917722625
3269.882,3272.928,3280.329,3338.073,3369.108,3391.352,3394.352,3382.561,3379.583,3351.03575,8699.10471549999,0.024818556143616173
3279.251,3273.834,3248.476,3250.274,3261.252,3240.675,3210.236,3237.024,3246.906,3246.084625,1402.5714498750158,0.010114009266140422
3290.639,3283.536,3319.14,3325.07,3317.062,3333.655,3351.76,3365.51,3376.496,3334.028625,2663.7090358750006,0.013725411690556145
3280.952,3283.536,3273.83,3248.476,3252.285,3251.246,3210.235,3202.067,3187.607,3238.66025,2844.170022500017,0.01308697902316162
3263.48,3273.83,3250.211,3251.322,3247.675,3230.033,3240.675,3237.062,3246.844,3247.2065,411.7801130000003,0.005779413386936641
3152.76,3273.998,3267.922,3251.261,3246.922,3246.265,3256.605,3241.145,3216.743,3250.107625,9745.321212124956,0.03087695384361631
3133.721,3154.657,3183.152,3129.318,3134.567,3118.702,3102.876,3134.535,3143.453,3137.6575000000003,521.7750984999986,0.005266343110953375
3166.648,3102.811,3122.531,3134.567,3144.376,3150.333,3143.354,3158.873,3168.014,3140.607375,1052.2263806250048,0.00833124647892664
3122.289,3173.203,3114.652,3112.762,3102.875,3131.853,3147.416,3136.775,3143.453,3132.8736250000006,562.3527008749961,0.006318801686839352
3160.53,3102.864,3109.561,3134.567,3137.423,3123.197,3140.56,3158.863,3168.014,3134.3811250000003,1122.820033625009,0.008865562105090026
3168.896,3154.321,3184.039,3114.66,3102.871,3131.853,3123.166,3144.377,3140.564,3136.981375,1576.2357161250122,0.01126587145807252
3163.179,3172.135,3139.876,3117.675,3132.856,3110.683,3123.166,3147.416,3133.332,3134.6423750000004,1138.6904816249992,0.009729334002280612
3136.633,3171.054,3137.296,3118.74,3136.774,3131.977,3116.313,3107.843,3109.562,3128.694875,437.71350212500016,0.0053383277546337074
3131.111,3118.703,3136.753,3130.677,3113.885,3102.876,3131.853,3147.416,3136.777,3127.3675000000003,197.30455374999772,0.003459554771453324
3138.293,3114.637,3131.827,3128.531,3102.87,3136.774,3189.746,3216.841,3212.632,3154.23225,2037.1618574999961,0.011199002132688063
3190.321,3118.703,3109.562,3101.261,3112.966,3102.433,3133.269,3147.455,3136.774,3120.302875,5156.330005374998,0.0219470470212872
3208.081,3184.03,3170.686,3172.1,3163.963,3159.166,3162.987,3173.086,3179.076,3170.63675,1463.7441277500047,0.011671853048598232
3180.158,3234.675,3237.062,3222.416,3231.047,3218.311,3203.037,3182.809,3113.886,3205.405375,2120.4629031250092,0.013148835686780385
3159.052,3197.537,3202.408,3212.993,3201.361,3230.01,3237.062,3236.531,3228.66,3218.3202499999998,3753.673486499977,0.018761403737576905
3110.648,3166.983,3136.753,3131.836,3112.932,3141.593,3134.569,3141.553,3156.95,3140.396125,1117.2565931249896,0.009563320890052423
3066.796,3131.853,3133.261,3143.453,3102.876,3103.037,3136.776,3112.713,3101.299,3120.6585,3167.188737750019,0.017563117990241343
3091.398,3086.069,3097.009,3151.56,3185.619,3117.538,3151.748,3186.956,3200.276,3147.096875,4733.514624374987,0.018448328232081382
3117.376,3090.221,3148.22,3157.951,3155.0,3141.611,3146.953,3114.752,3132.322,3135.8787500000003,805.3806009999907,0.00832350669280827
3071.542,3103.037,3131.956,3122.813,3153.052,3166.983,3165.817,3154.32,3187.648,3148.20325,6530.492823500029,0.024958555018944936
3068.012,3073.097,3086.971,3097.001,3152.263,3176.467,3197.537,3217.925,3212.981,3151.78025,10044.128150999983,0.0273037556567575
3128.927,3075.905,3033.22,3023.348,3042.823,3066.638,3068.329,3052.785,3051.411,3051.8073750000003,6236.2947418750255,0.02464730720787035
3117.973,3131.938,3147.754,3133.229,3141.595,3153.049,3157.847,3173.018,3179.076,3152.18825,1432.0579865000032,0.010973555576010447
3075.03,3153.954,3169.537,3179.418,3175.585,3177.975,3114.753,3130.676,3122.813,3153.0888749999995,6715.501944124971,0.02538475234387952
3082.231,3092.163,3136.753,3133.39,3147.458,3136.724,3145.145,3131.978,3144.376,3133.498375,2900.940174624985,0.01663320335172797
3081.177,3090.941,3157.705,3168.011,3165.813,3154.321,3187.648,3296.612,3288.961,3188.7515,15865.976873749965,0.03491344379112262
3100.858,3036.598,3042.823,3063.641,3065.249,3043.567,3090.943,3118.709,3102.671,3070.5251249999997,1731.628233875013,0.011367458619517583
3091.033,3136.773,3130.302,3117.318,3102.859,3128.935,3164.024,3178.632,3179.075,3142.23975,3331.772964000009,0.016566225595132798
3136.644,3096.434,3154.321,3173.202,3179.076,3169.537,3173.416,3179.074,3165.397,3161.3071250000003,1265.931469875011,0.011067760638440373
3161.497,3130.676,3112.933,3147.41,3157.951,3167.794,3173.157,3178.61,3174.616,3155.3933750000006,519.9980701249999,0.005741227968902087
3159.15,3168.01,3175.587,3179.076,3160.928,3175.54,3179.074,3167.779,3159.161,3170.644375,186.11737087499858,0.0036384391371096446
3174.412,3173.416,3186.02,3170.372,3191.193,3187.64,3151.56,3163.953,3176.462,3175.077,155.55603875000116,0.0032294957302328796
3163.263,3186.02,3189.741,3191.193,3174.253,3181.327,3169.543,3173.416,3162.961,3178.5567500000006,323.5939552500059,0.004858669671159241
3174.032,3179.076,3183.176,3171.184,3172.1,3152.861,3164.037,3157.87,3151.881,3166.523125,177.61083887500445,0.003483227327260761
3192.118,3187.646,3191.193,3181.679,3187.847,3173.203,3179.077,3165.397,3164.968,3178.8762500000003,265.8809772499985,0.004148264569166884
3169.565,3183.823,3187.854,3203.827,3205.06,3208.452,3206.669,3223.536,3227.795,3205.8769999999995,1520.5081349999991,0.011456461691115328
3154.282,3177.968,3184.728,3194.071,3196.694,3182.803,3173.203,3169.531,3153.42,3179.0522499999997,784.3318129999896,0.007921216302156822
3193.303,3174.252,3188.784,3191.193,3182.803,3174.612,3160.651,3154.329,3158.4,3173.128,581.345341499994,0.006317909700394807
3213.84,3182.809,3183.173,3166.983,3171.046,3158.791,3162.991,3173.087,3179.076,3172.2445,1801.95608025001,0.012942616931770134
3214.349,3217.928,3212.631,3203.024,3237.062,3246.874,3230.445,3252.595,3270.492,3233.881375,823.9558206249932,0.007091054829453777
3168.964,3201.56,3217.917,3202.079,3196.953,3223.592,3238.267,3230.976,3231.382,3217.8407500000003,2608.4377290000066,0.015423573761014664
3154.65,3172.136,3173.152,3137.55,3142.553,3158.863,3162.965,3173.107,3179.076,3162.42525,263.8763159999983,0.0047785015770370545
3141.303,3159.118,3173.203,3138.856,3114.637,3112.764,3147.416,3139.87,3107.843,3136.7133750000003,503.1894961249979,0.005904118450209977
3135.082,3135.324,3124.548,3131.853,3119.287,3103.037,3108.774,3133.266,3140.324,3124.551625,265.0876868750011,0.0037961925716775606
3120.46,3127.985,3103.037,3132.863,3140.174,3111.274,3122.561,3141.553,3158.794,3129.780125,363.23372012499823,0.005118596296699845
3041.443,3133.26,3141.593,3158.86,3165.827,3175.583,3171.074,3189.741,3191.192,3165.89125,15866.663862499963,0.04091750198836534
3095.473,3052.811,3080.559,3091.924,3095.124,3103.033,3108.103,3123.137,3132.486,3098.397125,550.890050874998,0.005909476516189929
3075.137,3094.415,3139.876,3138.857,3123.166,3147.416,3136.774,3111.277,3122.881,3126.8327500000005,2942.3456739999874,0.016810877043851983
3091.19,3085.493,3090.942,3073.108,3067.394,3085.492,3090.23,3090.63,3070.224,3081.689125,174.87515162500054,0.0030735331700736637
3114.205,3090.224,3136.741,3130.676,3123.168,3147.415,3138.82,3127.764,3103.037,3124.7306249999997,431.4952371250022,0.006201542608787821
3115.18,3124.595,3137.423,3153.477,3162.968,3173.416,3187.649,3191.196,3181.327,3164.0063750000004,2891.348993625014,0.015673693012923845
3109.498,3132.486,3132.325,3144.377,3136.775,3132.486,3141.552,3156.95,3165.813,3142.8455000000004,1248.634753999995,0.010724399887055695
3067.147,3103.037,3132.872,3144.313,3132.867,3147.453,3157.92,3169.527,3179.076,3145.8831250000003,6697.516785875014,0.025670802540602087
3052.783,3085.496,3090.942,3073.108,3073.376,3063.305,3053.12,3051.943,3054.026,3068.1645,434.56295325000525,0.005107307004788763
3079.801,3050.52,3045.681,3060.686,3057.524,3074.675,3074.264,3067.392,3083.852,3064.3242499999997,388.81593024999756,0.005354079695408861
3049.796,3072.539,3067.352,3053.12,3055.54,3041.166,3043.53,3050.184,3063.667,3055.88725,146.97431725000172,0.003218330012892682
3044.159,3052.811,3051.416,3062.523,3075.477,3070.576,3078.117,3070.235,3052.975,3064.2662499999997,506.7822572499983,0.006605190464755608
3021.9,3053.12,3054.807,3043.563,3060.259,3061.022,3080.569,3070.308,3070.027,3061.7093750000004,1703.79781712499,0.013173624209934107
2907.822,3043.476,3066.638,3065.165,3083.591,3090.229,3050.52,3054.821,3044.285,3062.340625,24142.747475624943,0.05313895589207311
2915.731,2910.845,2980.297,2978.433,2979.333,2967.436,2957.823,2949.561,2946.706,2958.80425,2339.8074467499855,0.015191644908257964
2875.809,2938.516,2934.084,2953.336,2964.794,2967.053,2962.562,2939.406,2935.281,2949.379,5586.244645749956,0.025582366561896046
2889.76,2832.342,2852.918,2853.81,2850.865,2811.17,2816.354,2820.18,2810.123,2830.97025,3775.9550397500293,0.020344163529151298
2859.336,2841.046,2857.385,2878.568,2878.575,2878.804,2866.113,2875.861,2872.778,2868.64125,244.62914850000377,0.005024068525000229
2844.508,2852.913,2852.753,2880.482,2874.146,2875.481,2855.491,2850.865,2835.157,2859.661,439.8711797500082,0.006148954406175045
2813.177,2852.918,2841.048,2857.195,2872.435,2867.338,2872.776,2874.114,2880.482,2864.78825,2816.746290749987,0.01834625052031915
2786.896,2812.867,2859.935,2874.255,2872.404,2851.581,2828.809,2859.979,2871.05,2853.86,4914.533838249982,0.024028166103076645
2847.418,2736.101,2688.383,2698.752,2770.118,2739.702,2771.793,2736.193,2706.66,2730.96275,14408.270967500026,0.04089854387378323
2775.557,2859.933,2878.563,2878.52,2867.338,2880.482,2855.434,2850.313,2835.157,2863.2174999999997,7910.610879000051,0.03158303000082517
2786.887,2741.74,2763.525,2750.287,2779.423,2753.807,2766.489,2736.101,2735.0,2753.2965,1345.143664750016,0.012053054178371868
2759.126,2763.525,2753.892,2763.522,2736.103,2735.0,2749.031,2752.755,2739.247,2749.1343749999996,214.4833106250047,0.004418201633415846
2733.881,2751.527,2739.721,2756.919,2755.434,2736.101,2735.0,2735.281,2722.034,2741.5021249999995,186.1575173750024,0.003871007918779243
2747.228,2738.835,2750.331,2756.919,2759.241,2736.101,2735.0,2709.945,2722.435,2738.600875,324.5434698749993,0.005397759123014173
2815.109,2751.527,2739.247,2745.118,2735.169,2719.614,2727.572,2708.926,2707.14,2729.289125,7600.126661624994,0.030485453671598495
2827.625,2813.963,2859.495,2878.638,2878.58,2878.57,2867.37,2872.774,2855.22,2863.0762500000005,1672.0074517499947,0.013745369347066855
2777.771,2843.607,2857.177,2872.817,2872.672,2857.156,2869.162,2870.432,2853.64,2862.082875,7209.511604624959,0.03035234905973162
2837.658,2755.73,2763.525,2739.721,2734.043,2709.947,2722.435,2762.169,2749.061,2742.078875,9458.759980874973,0.03368239759689148
2831.183,2835.81,2830.08,2831.527,2810.936,2832.343,2836.571,2821.666,2846.115,2830.6310000000003,97.07489249999782,0.0025306559130935415
2814.041,2835.277,2827.174,2840.174,2858.444,2864.336,2867.333,2879.636,2880.482,2856.6069999999995,2170.592284749983,0.015126289915463137
2798.125,2859.933,2873.493,2874.162,2863.882,2855.46,2858.421,2831.775,2843.687,2857.6016250000002,3717.1626113749935,0.0212558856377038
2787.257,2773.106,2770.793,2758.094,2743.762,2753.892,2750.277,2736.527,2735.553,2752.7505,1367.6487290000027,0.012380092686106813
2772.545,2736.528,2748.59,2751.528,2736.196,2736.072,2703.332,2705.183,2732.29,2731.214875,1989.1066963750104,0.014906926668458085
2829.271,2758.094,2763.529,2736.103,2735.026,2745.97,2703.332,2705.184,2732.29,2734.941,9319.14479925004,0.033340743958426115
2859.542,2880.482,2874.147,2867.338,2865.432,2850.313,2835.157,2827.438,2826.912,2853.402375,440.3057153749982,0.0064511642074150215
2905.561,2862.852,2866.37,2879.636,2876.38,2869.96,2861.601,2873.47,2879.68,2871.243625,1222.9000988750133,0.01181092911145221
2903.646,2938.682,2934.098,2949.148,2975.129,2971.259,2952.532,2964.764,2967.593,2956.650625,3015.13554887498,0.018254506575526012
2882.225,2901.387,2866.01,2877.9,2877.627,2857.178,2835.157,2833.071,2805.058,2856.6735000000003,1485.4457669999954,0.010527283609017314
2873.593,2894.514,2877.9,2855.22,2852.913,2852.77,2870.403,2896.594,2899.162,2874.9345000000003,356.00765125000135,0.005953522297694927
2869.049,2874.147,2863.882,2866.852,2854.283,2839.468,2835.18,2833.071,2824.19,2848.884125,700.5550181250021,0.00747264163142562
2876.4,2865.163,2843.607,2857.174,2872.773,2874.166,2860.02,2841.084,2837.046,2856.379125,581.712193875007,0.006960393199833161
2824.533,2879.633,2867.33,2855.443,2850.314,2835.277,2833.071,2827.158,2804.727,2844.1191249999997,884.3975638750017,0.00868732105448938
