真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE
3487.497,3477.924,3473.097,3455.493,3465.505,3470.094,3441.748,3435.299,3413.907,3454.133375,1542.8576403749853,0.009566639053739626
3370.652,3520.668,3531.029,3536.905,3516.06,3541.255,3558.421,3560.552,3579.993,3543.1103749999997,30157.171763624996,0.051164693062351135
3309.259,3321.471,3336.483,3359.54,3379.583,3395.911,3412.062,3437.067,3445.402,3385.939874999999,7663.843785375,0.023171614853959757
3262.05,3328.862,3316.694,3376.418,3459.026,3455.493,3459.043,3473.091,3474.721,3417.9185,28165.386037499935,0.0477823761131803
3129.85,3210.236,3252.595,3243.76,3280.347,3291.291,3275.0,3248.478,3282.933,3260.58,17723.975673000037,0.04176877486141513
3154.125,3183.741,3191.133,3114.795,3122.435,3085.335,3141.593,3157.704,3173.416,3146.2690000000002,1258.9839457499986,0.009584116038520994
3184.958,3164.035,3162.911,3173.053,3151.85,3155.053,3131.902,3115.888,3109.166,3145.48225,2048.2563940000064,0.0123944334587772
3199.158,3191.196,3114.686,3122.843,3137.983,3119.288,3092.347,3136.531,3112.763,3128.454625,5742.41448162498,0.022100619913114603
3268.558,3114.687,3137.416,3114.863,3092.347,3136.741,3133.269,3147.743,3118.703,3124.471125,21034.824826375003,0.04408270405481562
3289.024,3211.768,3292.448,3275.012,3248.476,3286.616,3292.464,3370.198,3387.315,3295.537125,3011.0825976249976,0.012182679421007548
3329.573,3235.303,3239.96,3282.928,3275.016,3245.201,3203.837,3174.126,3116.351,3221.5902499999997,14328.139014499959,0.032431410874607595
3292.067,3334.964,3387.315,3382.561,3445.405,3471.449,3495.224,3502.849,3475.921,3436.961,24287.006725750023,0.04401307749811898
3259.408,3359.51,3334.602,3379.583,3434.336,3459.64,3473.097,3492.891,3507.743,3430.17525,32832.101238500036,0.05239210617388192
3273.754,3248.476,3321.426,3383.182,3387.31,3425.33,3484.399,3554.376,3564.686,3421.148125,32314.72306212504,0.046953321782882904
3254.528,3248.476,3282.935,3296.541,3306.114,3351.46,3353.824,3376.495,3387.315,3325.395,7129.204577000032,0.02223978407928897
3256.926,3246.936,3316.545,3303.679,3272.042,3321.555,3387.315,3395.913,3425.33,3333.6643749999994,9365.506759125008,0.02432842348889721
3289.641,3246.936,3201.361,3198.817,3151.85,3158.861,3173.018,3154.325,3116.351,3175.189875,14487.076320875025,0.03479137237163572
3271.668,3273.807,3248.476,3240.675,3282.947,3296.541,3316.69,3318.51,3305.735,3285.422625,953.8257676250001,0.00834463490794297
3288.405,3222.361,3237.01,3246.933,3202.913,3181.616,3129.537,3103.037,3131.956,3181.9203749999997,13939.072722375055,0.03238184621419813
3307.165,3303.032,3343.345,3351.764,3352.96,3350.52,3350.723,3351.761,3352.61,3344.5893749999996,1655.416693125003,0.01162857764883216
3326.699,3300.059,3275.019,3248.476,3282.989,3296.541,3307.17,3320.672,3317.182,3293.5135,1603.4623315000024,0.009975504246101028
3310.238,3322.303,3375.118,3434.336,3459.64,3471.449,3468.553,3479.793,3459.026,3433.77725,18001.95531850003,0.03732035279638506
3291.381,3338.073,3358.945,3376.418,3385.71,3390.522,3383.309,3412.077,3429.594,3384.3310000000006,9353.042677500041,0.028240425523511324
3291.112,3319.142,3322.369,3351.46,3365.992,3376.418,3372.603,3370.183,3352.96,3353.890875,4375.858914374998,0.01907527759614379
3269.882,3272.928,3280.329,3338.073,3369.108,3391.352,3394.352,3382.561,3379.583,3351.03575,8699.10471549999,0.024818556143616173
3279.251,3273.999,3255.214,3246.936,3246.158,3256.601,3241.187,3216.725,3212.76,3243.6975,1629.6513875000128,0.010841957507979783
