真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3091.1992,3091.946,3062.6946,3064.9297,3053.2947,3127.4267,3119.1256,3133.4916,3124.9056,4533.34251014874,1.6466721159618427
3065.4034,3120.8058,3122.7738,3155.5755,3154.0727,3158.2227,3145.603,3128.3656,3163.288,11798.863935734998,3.4607473437110543
3048.7939,3048.7636,3051.5585,3026.2765,3025.5793,3018.5405,3007.1105,3026.6058,3033.7301,128.82579251375233,0.26430637550575287
3051.2787,3051.2781,3026.3572,3028.7407,3031.5965,3015.4114,3021.4793,3026.0447,3033.9514,85.56754694999984,0.23127890471711446
3028.0451,3026.359,3033.792,3017.4278,3058.0491,3127.5412,3115.9039,3104.9379,3147.4311,6038.676720186234,1.9408140386771098
3037.4675,3037.4793,3029.4803,3034.6058,3022.3667,3048.5756,3033.8014,3018.5793,3005.6105,107.35060144749757,0.26400605915283726
3028.9187,3028.9874,3032.698,3014.0758,3036.5367,3026.9382,3033.5848,3025.185,3009.6278,476.3357484500004,0.49695945255913193
3032.6333,3032.633,3014.5405,3032.9363,3021.7748,3052.7366,3051.1717,3043.0501,3030.1019,2235.2384689400014,1.1266717862613973
3015.8907,3015.3562,3036.948,3041.2801,3050.8227,3044.8492,3056.5405,3058.9605,3067.2781,4301.171508612513,1.7639497462232472
3030.2464,3017.2727,3010.3357,2993.0601,2977.1052,2979.1801,2968.8174,2965.3475,2956.7793,200.88981872000218,0.44876971358488515
3018.0491,3018.0461,3005.4496,2998.135,2963.4405,2966.2227,2960.4491,2972.0574,2982.8784,166.9298651825005,0.2974397966993918
3005.4369,3005.411,2998.4805,2963.1405,2965.4796,2969.2866,2957.0556,2944.5907,2938.109,512.7769480862524,0.4609079948529863
2998.1377,2994.9389,2978.0598,2979.144,2963.0968,2976.5093,2980.0794,2957.168,2938.807,883.9659312125066,0.8226333952758655
2963.0989,2963.495,2946.3019,2950.1733,2950.1398,2948.322,2975.4012,2989.3693,2975.4012,172.0650808275003,0.3516717127253675
2949.9963,2946.0764,2957.8011,2947.3041,2955.4379,2935.2477,2935.414,2919.0274,2903.5805,1829.66838919625,1.133960715517347
2972.5251,2972.3058,2985.6194,2959.2008,2949.236,2957.9305,2970.8013,2959.9784,2942.162,680.7415235600033,0.6487383450567045
2945.8524,2983.612,2975.4096,2979.5015,2961.6058,2946.3618,2938.135,2952.1562,2935.2558,602.3598988474997,0.7024520338537976
