真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3091.1992,3091.946,3062.6946,3064.9297,3053.0932,3123.3687,3105.1912,3107.487,3096.1476,3018.96051095,1.34589748852945
3065.4034,3120.8058,3122.7734,3155.5774,3154.0217,3154.099,3140.2312,3147.0478,3140.0519,11223.84696993125,3.4021019167834488
3048.7939,3048.7636,3051.5585,3026.2765,3025.5793,3018.3323,3003.7539,2996.5511,2965.1539,712.7102181325022,0.5688880514791862
3051.2787,3051.2781,3026.3572,3028.7789,3033.778,3016.356,3016.9412,3026.5105,3033.2291,76.5496209462489,0.2125088549307009
3028.0451,3026.359,3026.988,3018.191,3003.6405,2982.4405,2941.9084,2947.144,2979.5902,1960.8040104412617,1.1180750835888411
3037.4675,3037.4798,3029.4812,3034.6105,3021.7658,3056.5291,3128.8493,3114.3842,3115.8318,4840.952833602479,1.5460195627426985
3028.9187,3028.9874,3032.698,3014.0759,3036.5754,3026.8761,3033.7687,3026.967,3007.668,467.68733492000024,0.4967884249428192
3032.6333,3032.633,3014.4505,3036.9969,3023.2874,3047.088,3086.5992,3064.2074,3066.317,4173.59604343375,1.5169801955678117
3015.8907,3015.3562,3036.948,3041.2858,3050.883,3045.0905,3048.2026,3049.9036,3069.5737,3937.1992377112524,1.701332954730706
3030.2464,3016.9262,3042.3783,3026.9654,3035.3016,3018.0256,3005.4905,2994.4033,2975.5014,1258.5296148637444,1.0848644350944692
3018.0491,3018.0461,3005.4479,2998.1303,2963.4005,2966.2167,2960.968,2971.5267,2979.3512,149.8366283674992,0.2779660824582558
3005.4369,3005.412,2998.1096,2963.0939,2966.711,2968.4052,2962.6979,2955.2412,2941.8948,439.9527064725008,0.4316368384580359
2998.1377,2994.9389,2978.0499,2979.2143,2949.1105,2973.637,2982.9202,2939.1948,2954.3847,943.7093970912538,0.8915314992357284
2963.0989,2963.495,2946.3019,2950.1733,2950.1398,2948.8608,2978.4768,2984.6018,2938.5061,402.2870039449982,0.5110869462862292
2949.9963,2946.0764,2957.8011,2947.3041,2955.4379,2935.274,2928.5014,2918.047,2904.0505,1951.0304013625032,1.1648048742194996
2972.5251,2972.3058,2985.6193,2959.2363,2949.4562,2957.7774,2979.7711,2991.6018,2999.6599,1109.382409462498,0.922148124370352
2945.8524,2943.9581,2950.0689,2945.302,2979.9058,2988.6512,2978.7274,2978.8492,2949.958,639.9720767812521,0.7146357178726062
2967.4028,2967.837,2991.5496,2978.4307,2975.9005,2946.0411,2975.7254,2962.4579,2961.9305,350.34178759249914,0.4596735359591682
2994.7303,2994.6284,2995.7018,2979.3105,2961.5493,2947.047,2929.651,2919.6918,2931.1296,216.18937286125137,0.28121718539500545
2997.0111,2997.931,2984.3069,2938.0693,2939.2258,2957.5301,2939.9418,2951.3418,2967.9105,282.146871317501,0.4331901434518906
2982.3756,2982.5019,2953.2336,2908.3551,2907.634,2915.4305,2911.5311,2927.6058,2948.1098,880.0507976987535,0.83993560115933
2957.567,2957.101,2908.5007,2914.349,2905.0754,2913.0778,2932.1514,2935.786,2948.8611,1097.1238883999988,0.9693055072888273
2949.9333,2905.4058,2908.037,2915.6716,2922.5447,2939.9302,2969.3018,2972.141,2938.2027,846.2379945837554,0.810872347967455
2922.4498,2920.191,2917.4852,2937.3919,2915.0605,2919.1471,2912.393,2898.8007,2912.922,2480.105013606245,1.4423301230291599
2959.3724,2923.8373,2919.952,2913.273,2924.7938,2918.084,2917.1405,2894.9005,2895.9791,3111.9927158187447,1.7795976627755716
2939.3636,2937.182,2942.4167,2954.3392,2938.9512,2918.4548,2905.8106,2918.0432,2982.6742,1549.5236678849974,1.0789291163439216
2970.3874,2951.1762,2964.0761,2981.1393,2987.9768,2973.3187,2954.141,2908.5405,2915.4015,1133.8659573337457,0.8459194231205919
2971.295,2979.6238,2976.9558,2945.3012,2967.1748,2925.9302,2883.4045,2830.3256,2762.5376,6843.184284117484,2.0452713006399876
2974.0107,2958.0776,2975.3019,2949.5938,2928.1461,2915.8105,2914.3405,2895.6056,2894.6105,1273.0575808224983,0.9382052045219063
2976.3043,2949.674,2929.5407,2932.768,2925.5907,2918.886,2915.0996,2915.9032,2920.3636,1298.0167525899956,1.0743834262140877
2962.8549,2980.1718,2957.0067,2903.652,2914.2267,2892.9017,2839.125,2853.7958,2860.8912,1978.556950353742,1.3374009019296031
2977.1334,2985.9074,2968.117,2949.5419,2935.1194,2941.343,2924.9207,2927.7402,2915.4005,725.6692770037525,0.8390034209685574
2982.3086,2970.7032,2979.7035,2994.312,2991.4492,2996.2112,2996.4358,2985.2574,2965.6961,6741.071024655022,2.54714858477333
2964.2155,2976.2587,2969.2011,2957.0946,2943.9793,2938.5339,2939.7958,2944.7481,2946.9762,2284.9442909750023,1.4993413166391005
2915.3685,2982.447,2979.6318,2982.902,2974.8394,2990.9946,2995.2814,2999.828,2982.4346,7043.065964311259,2.8067832807646456
2901.9518,2905.4511,2878.8479,2898.3431,2892.6205,2855.1961,2891.4258,2881.3611,2882.4107,760.0474589499964,0.7068833974324722
2886.7416,2885.4905,2890.317,2860.4712,2876.7748,2896.1564,2874.3491,2858.8412,2852.3478,1050.8504691562537,0.819605052919203
2890.8973,2904.0744,2891.6076,2851.6532,2852.6748,2838.5906,2839.7203,2844.9048,2815.2947,3050.3138458750027,1.5219442259460625
2891.8453,2863.0678,2871.193,2890.8102,2869.2948,2863.4081,2873.096,2852.1296,2838.5557,1286.5516664912468,1.0693137416560292
2879.2996,2865.4379,2871.6041,2894.1566,2899.1756,2873.0077,2858.1813,2855.0193,2832.6705,1005.0201750775001,0.8554177279106022
2938.7493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8343183.801504113,100.0
2932.3871,2937.2042,2955.3968,2994.3621,2996.9874,2979.2505,2957.4052,2938.0378,2942.8711,8720.993145293747,2.944629150758281
2905.3375,2955.3147,2996.3667,2993.6056,2994.233,2998.4339,2989.8058,2975.2305,2965.0481,13533.172869457505,3.9525457254869445
2860.6978,2910.2238,2892.4437,2855.316,2843.2756,2813.7535,2822.9032,2821.0907,2815.553,1378.2153634625033,1.2293728223935996
2867.2837,2832.8807,2847.728,2839.5574,2844.632,2825.4594,2779.141,2778.2318,2844.4305,2273.646110282489,1.4460080203696646
2869.8338,2871.273,2892.813,2899.9105,2877.2026,2898.6276,2875.4567,2858.5605,2864.6852,554.7185608099991,0.7420195060733764
2869.9014,2870.9568,2873.6768,2890.7106,2886.6277,2867.877,2867.9619,2870.3784,2882.4912,266.31382420875025,0.48227137714890134
2862.1941,2802.5376,2831.52,2783.708,2791.7907,2739.4058,2728.8304,2702.9514,2705.4777,14862.241757883758,3.7822890471708037
2858.2046,2861.8967,2825.448,2823.1293,2826.953,2846.3162,2856.5261,2835.503,2840.0332,1104.8972387899958,1.0535489664576008
2867.946,2832.7037,2840.887,2825.0105,2779.6861,2748.762,2771.6762,2706.5217,2708.902,10766.279356563758,3.167386915991731
2850.6539,2898.1766,2895.801,2894.9305,2893.2558,2896.5674,2897.2861,2895.4305,2897.222,1175.4507098912493,1.0585185194702484
2877.3579,2836.2764,2844.2296,2823.0047,2771.787,2762.886,2740.5836,2744.6785,2735.1282,7991.482355020004,2.9423409203750417
2879.4298,2897.673,2873.5012,2898.1024,2896.0471,2892.6305,2893.7712,2894.9058,2890.8596,1260.988845173747,1.1983917868998706
2893.6738,2890.116,2894.358,2894.3296,2893.1805,2890.842,2864.8803,2865.486,2842.2496,737.3262024250006,0.7916280273277151
2866.661,2894.0105,2890.4778,2866.2814,2868.672,2830.7556,2828.3674,2857.103,2861.8912,665.91466839125,0.8632075678089829
2856.5839,2859.702,2840.4396,2828.902,2832.722,2865.4694,2871.4159,2869.7938,2879.9305,785.6160688649954,0.8572915662808888
2848.7718,2835.1138,2825.783,2799.5803,2801.4119,2784.7049,2779.1763,2747.9578,2725.0804,3419.2696820387428,1.8611566467918
2854.3675,2844.7844,2810.5562,2814.1259,2822.4804,2821.7787,2825.558,2838.885,2847.838,825.2215642425052,0.8595223769417933
2855.5203,2872.174,2857.0846,2872.4966,2898.6494,2873.396,2898.6048,2891.1474,2894.212,4472.9448008449945,2.011805314045169
2848.7312,2870.1785,2859.0982,2873.1158,2894.993,2897.6579,2894.3438,2894.9487,2892.7358,5652.38086243125,2.4007337961912842
2837.4293,2803.0729,2828.1454,2842.917,2830.3493,2842.7322,2816.3961,2870.8046,2888.5166,3256.7018018737435,1.508508364867577
2823.106,2844.4358,2810.4574,2809.1472,2802.8174,2825.4747,2834.107,2822.228,2795.9154,1497.0269218725043,1.1599184371462543
2842.2142,2822.4305,2815.3278,2823.4468,2832.1258,2842.5414,2833.6793,2817.7887,2804.754,2617.883169348745,1.609275853269459
2811.035,2884.4713,2881.6748,2885.0057,2872.533,2890.1903,2885.1012,2893.7979,2890.0468,14634.075220965013,4.20244213205276
2802.9787,2820.3302,2822.2363,2829.4578,2832.6018,2821.2942,2799.9307,2802.4368,2828.604,4640.787094733743,2.2586137711709338
2784.2783,2825.0834,2821.0305,2822.4364,2815.0356,2823.6047,2838.1663,2822.7434,2794.7015,6415.862464335002,2.7455358590666448
2788.3141,2774.3102,2788.5713,2795.9592,2828.4016,2831.1437,2836.6928,2826.0754,2798.8017,7390.321313281259,2.8120729431852123
2765.8066,2770.4751,2778.2474,2816.3616,2824.6277,2835.7147,2822.447,2821.047,2822.438,7982.01103578002,2.97770013398509
2736.4876,2790.5367,2776.3075,2769.738,2763.073,2788.3742,2771.1846,2758.2591,2771.2512,2506.5595513462586,1.721211475550173
2744.1921,2718.4305,2722.0275,2797.1552,2774.7579,2824.9057,2871.202,2862.4538,2887.6292,9618.214270101253,3.1305522147640574
2721.7952,2726.3467,2703.113,2724.0438,2730.0764,2706.847,2701.4776,2704.284,2702.8305,3820.6730411662484,1.4339275704561443
2717.1231,2724.3574,2750.4505,2739.1305,2729.8768,2750.1214,2739.3322,2728.1458,2733.3301,5970.794825131253,1.7732239662372848
2704.0896,2725.5907,2724.317,2775.736,2788.3005,2758.8082,2768.397,2746.4076,2794.3592,9870.179784421258,2.514369117280822
2717.2813,2724.0437,2787.1793,2770.5275,2818.6174,2853.4714,2835.0013,2832.0784,2798.155,15595.555105998752,2.9174419683860418
2736.0222,2722.7768,2746.1115,2728.8814,2730.5291,2785.532,2788.348,2775.8047,2784.793,59658.27599512375,5.465597508182378
2736.8139,2733.2593,2747.3694,2733.7744,2783.0574,2772.5374,2810.6011,2856.2907,2862.937,97744.84239024253,7.193681745663266
2748.9177,2732.728,2729.2411,2705.456,2703.2105,2704.2961,2708.7769,2723.7334,2726.406,194310.76071132254,11.41147260103678
2863.1255,2706.298,2665.7767,2689.838,2703.6546,2675.1096,2664.118,2643.0969,2655.7674,279714.4735833401,14.772928027722045
2896.3057,2881.7578,2931.4047,2985.202,3023.701,3033.7702,3006.9748,2983.3566,2975.1705,68133.95408008501,6.686436558368508
3000.9526,2925.358,2937.8056,2920.532,2949.6112,2972.386,2936.6017,2948.5431,2963.3105,110497.2591565713,9.163558129604585
3087.5286,2982.486,2771.5296,2750.5144,2778.647,2762.8405,2704.0592,2705.513,2713.4492,279352.62061771017,15.17587379468956
3336.4974,3071.041,3056.5756,3055.3386,2974.9057,2978.1503,3044.9603,3054.867,3013.9046,72295.65331613254,7.716065264750764
3489.7751,3440.804,3455.7009,3410.2986,3403.6791,3490.048,3576.347,3664.8296,3635.3915,87618.85665609121,7.950973126954045
3258.8578,3590.0058,3640.234,3652.8767,3443.862,3473.5551,3542.2436,3520.2645,3612.1032,109269.25753856367,9.963068461580619
